ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,SecurityGroup,SecurityType,BookValue,MarketValue,GainOrLoss,PreTaxBookYield,PreTaxMarketYield,AfterTaxBookYield,AfterTaxMarketYield,TaxEquivalentBookYield,TaxEquivalentMarketYield,Coupon,EffectiveDuration,SecuritiesAtGainNumber,SecuritiesAtGainAmount,SecuritiesAtLossNumber,SecuritiesAtLossAmount,Weight,BenchmarkWeight,BenchmarkCoupon,YTW,BenchmarkYTW,ModifiedDuration,BenchmarkModifiedDuration,Convexity,BenchmarkConvexity,DailyReturn,BenchmarkDailyReturn,MTD,BenchmarkMTD,QTD,BenchmarkQTD,YTD,BenchmarkYTD,CummReturn,BenchmarkCummReturn,BenchmarkBookYield,BenchmarkMarketYield,BenchmarkEffectiveDuration,Liability
"USTR10001","2021-12-31","N","USTR",1,,,"Cash",,701845.12,,,,,,,,0.000,,,,,,1.88,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.26,0.00,1.26,0.00,,,,
"USTR10001","2021-12-31","N","USTR",2,,,"Treasury",,6976443.99,,,,,,,,0.717,,,,,,18.52,11.79,0.000,1.95,2.03,20.36,24.72,4.69,6.33,0.73,0.83,-1.69,-2.45,3.47,4.58,-7.20,-6.67,-7.20,-6.67,,,,
"USTR10001","2021-12-31","N","USTR",3,,,"Agency",,466850.72,,,,,,,,3.309,,,,,,1.24,0.00,0.000,2.46,0.00,10.48,0.00,1.80,0.00,0.31,0.00,-0.30,0.00,0.28,0.00,1.09,0.00,1.09,0.00,,,,
"USTR10001","2021-12-31","N","USTR",4,,,"Local Authority",,135688.90,,,,,,,,7.300,,,,,,0.36,0.00,0.000,3.06,0.00,11.51,0.00,1.75,0.00,0.08,0.00,-0.79,0.00,0.95,0.00,0.04,0.00,0.04,0.00,,,,
"USTR10001","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10001","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10001","2021-12-31","N","USTR",7,,,"Industrial",,11844341.74,,,,,,,,3.449,,,,,,31.60,61.12,3.362,2.28,2.00,10.13,8.77,1.77,1.38,0.22,0.20,-0.03,-0.06,0.47,0.38,-2.10,-2.26,-2.10,-2.26,,,,
"USTR10001","2021-12-31","N","USTR",8,,,"Utility",,4997098.76,,,,,,,,3.895,,,,,,13.31,12.46,4.142,2.64,2.60,11.70,10.80,2.16,1.85,0.42,0.33,-1.01,-0.71,0.16,0.28,-2.59,-2.29,-2.59,-2.29,,,,
"USTR10001","2021-12-31","N","USTR",9,,,"Finance",,9592265.01,,,,,,,,3.270,,,,,,25.62,14.63,3.651,2.08,2.06,6.78,8.63,0.83,1.38,0.13,0.19,-0.05,-0.14,-0.19,0.24,-1.22,-1.67,-1.22,-1.67,,,,
"USTR10001","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,-0.06,0.00,-1.03,0.00,-1.03,0.00,,,,
"USTR10001","2021-12-31","N","USTR",11,,,"Asset Backed",,373273.30,,,,,,,,2.827,,,,,,1.00,0.00,0.000,3.04,0.00,4.35,0.00,0.20,0.00,-0.12,0.00,-0.24,0.00,-0.71,0.00,0.44,0.00,0.44,0.00,,,,
"USTR10001","2021-12-31","N","USTR",12,,,"CMBS",,1609941.44,,,,,,,,3.574,,,,,,4.31,0.00,0.000,3.31,0.00,5.87,0.00,0.44,0.00,-0.07,0.00,-0.38,0.00,-0.35,0.00,2.98,0.00,2.98,0.00,,,,
"USTR10001","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10001","2021-12-31","N","USTR",14,,,"CMO",,304727.56,,,,,,,,3.387,,,,,,0.82,0.00,0.000,2.22,0.00,4.82,0.00,0.29,0.00,-0.56,0.00,-0.45,0.00,-0.45,0.00,-0.45,0.00,-0.45,0.00,,,,
"USTR10001","2021-12-31","N","USTR",15,,,"CLO / Other",,501931.32,,,,,,,,1.506,,,,,,1.34,0.00,0.000,1.49,0.00,4.49,0.00,0.22,0.00,0.30,0.00,0.46,0.00,0.46,0.00,0.46,0.00,0.46,0.00,,,,
"USTR10001","2021-12-31","N","USTR",16,,,"TOTAL",,37504407.86,,,,,,,,2.875,,,,,,100.00,100.00,3.105,2.22,2.09,10.84,10.88,1.99,2.02,0.30,0.29,-0.49,-0.44,0.72,0.85,-2.28,-2.54,-2.28,-2.54,,,,
"USTR10002","2021-12-31","N","USTR",1,,,"Cash",,1296504.32,,,,,,,,0.000,,,,,,2.75,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.26,0.00,1.26,0.00,,,,
"USTR10002","2021-12-31","N","USTR",2,,,"Treasury",,6696649.07,,,,,,,,0.188,,,,,,14.04,12.67,0.000,1.99,2.00,22.65,25.95,5.50,6.98,0.79,0.77,-2.16,-2.55,4.28,5.22,-4.35,-6.31,-4.35,-6.31,,,,
"USTR10002","2021-12-31","N","USTR",3,,,"Agency",,343049.20,,,,,,,,4.265,,,,,,0.72,0.00,0.000,3.03,0.00,14.93,0.00,2.88,0.00,0.56,0.00,-0.28,0.00,1.48,0.00,3.98,0.00,3.98,0.00,,,,
"USTR10002","2021-12-31","N","USTR",4,,,"Local Authority",,231469.30,,,,,,,,7.300,,,,,,0.49,0.00,0.000,3.06,0.00,11.51,0.00,1.75,0.00,0.08,0.00,-0.79,0.00,0.95,0.00,0.04,0.00,0.04,0.00,,,,
"USTR10002","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10002","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10002","2021-12-31","N","USTR",7,,,"Industrial",,15574169.11,,,,,,,,3.504,,,,,,32.83,60.77,3.313,2.30,1.94,10.31,8.21,1.82,1.24,0.24,0.18,-0.02,-0.03,0.57,0.28,-2.13,-2.13,-2.13,-2.13,,,,
"USTR10002","2021-12-31","N","USTR",8,,,"Utility",,7409452.02,,,,,,,,3.804,,,,,,15.60,11.96,4.126,2.58,2.55,11.28,10.34,2.09,1.72,0.38,0.31,-1.09,-0.66,0.13,0.22,-2.18,-2.18,-2.18,-2.18,,,,
"USTR10002","2021-12-31","N","USTR",9,,,"Finance",,12076261.28,,,,,,,,3.266,,,,,,25.48,14.60,3.647,2.08,2.01,7.05,8.00,0.89,1.21,0.14,0.17,-0.08,-0.11,-0.16,0.16,-1.06,-1.59,-1.06,-1.59,,,,
"USTR10002","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.08,0.00,-1.05,0.00,-1.05,0.00,,,,
"USTR10002","2021-12-31","N","USTR",11,,,"Asset Backed",,674636.11,,,,,,,,2.842,,,,,,1.43,0.00,0.000,3.01,0.00,4.24,0.00,0.19,0.00,-0.16,0.00,-0.20,0.00,-0.68,0.00,0.46,0.00,0.46,0.00,,,,
"USTR10002","2021-12-31","N","USTR",12,,,"CMBS",,1825879.72,,,,,,,,3.521,,,,,,3.86,0.00,0.000,3.41,0.00,6.22,0.00,0.46,0.00,-0.05,0.00,-0.38,0.00,-0.50,0.00,3.86,0.00,3.86,0.00,,,,
"USTR10002","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10002","2021-12-31","N","USTR",14,,,"CMO",,262973.13,,,,,,,,3.365,,,,,,0.56,0.00,0.000,1.76,0.00,4.51,0.00,0.28,0.00,-0.21,0.00,-0.21,0.00,-0.21,0.00,1.80,0.00,1.80,0.00,,,,
"USTR10002","2021-12-31","N","USTR",15,,,"CLO / Other",,1073532.54,,,,,,,,1.477,,,,,,2.26,0.00,0.000,1.46,0.00,4.80,0.00,0.25,0.00,0.23,0.00,0.39,0.00,0.42,0.00,0.42,0.00,0.42,0.00,,,,
"USTR10002","2021-12-31","N","USTR",16,,,"TOTAL",,47464575.80,,,,,,,,2.895,,,,,,100.00,100.00,3.039,2.22,2.03,10.73,10.68,1.98,2.02,0.29,0.27,-0.53,-0.44,0.72,0.89,-2.26,-2.44,-2.26,-2.44,,,,
"USTR10006","2021-12-31","N","USTR",1,,,"Cash",,1688287.64,,,,,,,,1.500,,,,,,11.21,0.00,0.000,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.38,0.00,1.51,0.00,1.51,0.00,,,,
"USTR10006","2021-12-31","N","USTR",2,,,"Treasury",,1825053.67,,,,,,,,0.171,,,,,,12.05,6.34,0.000,1.74,2.03,16.30,24.29,3.36,6.12,0.56,0.83,-1.48,-2.37,2.11,4.40,-5.84,-6.74,-5.84,-6.74,,,,
"USTR10006","2021-12-31","N","USTR",3,,,"Agency",,287830.47,,,,,,,,3.272,,,,,,1.91,0.00,0.000,1.71,0.00,5.21,0.00,0.82,0.00,0.20,0.00,0.12,0.00,0.50,0.00,0.77,0.00,0.77,0.00,,,,
"USTR10006","2021-12-31","N","USTR",4,,,"Local Authority",,79817.00,,,,,,,,7.300,,,,,,0.53,0.00,0.000,3.06,0.00,11.51,0.00,1.75,0.00,0.08,0.00,-0.79,0.00,0.95,0.00,0.04,0.00,0.04,0.00,,,,
"USTR10006","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10006","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10006","2021-12-31","N","USTR",7,,,"Industrial",,4729683.91,,,,,,,,3.895,,,,,,31.33,65.47,3.264,1.87,1.87,9.61,7.63,1.66,1.09,0.23,0.16,-0.03,0.00,0.59,0.18,-2.16,-2.00,-2.16,-2.00,,,,
"USTR10006","2021-12-31","N","USTR",8,,,"Utility",,2424449.95,,,,,,,,3.887,,,,,,16.05,12.40,4.104,1.51,2.50,9.03,9.80,1.61,1.57,0.29,0.29,-0.70,-0.60,0.06,0.16,-1.99,-2.07,-1.99,-2.07,,,,
"USTR10006","2021-12-31","N","USTR",9,,,"Finance",,3514893.31,,,,,,,,3.747,,,,,,23.32,15.78,3.639,1.17,1.96,4.09,7.36,0.45,1.04,0.06,0.15,-0.05,-0.08,-0.26,0.07,-1.04,-1.53,-1.04,-1.53,,,,
"USTR10006","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10006","2021-12-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10006","2021-12-31","N","USTR",12,,,"CMBS",,541087.15,,,,,,,,3.397,,,,,,3.59,0.00,0.000,2.47,0.00,6.72,0.00,0.55,0.00,0.06,0.00,-0.02,0.00,-0.60,0.00,0.91,0.00,0.91,0.00,,,,
"USTR10006","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10006","2021-12-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10006","2021-12-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR10006","2021-12-31","N","USTR",16,,,"TOTAL",,15091103.10,,,,,,,,3.129,,,,,,100.00,100.00,3.220,1.62,1.97,7.79,8.91,1.34,1.46,0.21,0.22,-0.32,-0.24,0.42,0.44,-1.99,-2.13,-1.99,-2.13,,,,
"USTR100960","2021-12-31","N","USTR",1,,,"Cash",,30799894.97,,,,,,,,1.500,,,,,,74.13,0.00,0.000,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.38,0.00,1.51,0.00,1.51,0.00,,,,
"USTR100960","2021-12-31","N","USTR",2,,,"Treasury",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,-0.03,0.00,,,,
"USTR100960","2021-12-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR100960","2021-12-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR100960","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR100960","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR100960","2021-12-31","N","USTR",7,,,"Industrial",,10252648.24,,,,,,,,6.109,,,,,,24.68,87.24,5.720,5.07,4.24,5.07,3.75,0.39,0.29,0.00,-0.01,1.76,1.92,0.74,0.73,6.19,5.52,6.19,5.52,,,,
"USTR100960","2021-12-31","N","USTR",8,,,"Utility",,497502.10,,,,,,,,5.375,,,,,,1.20,2.67,5.006,5.01,3.85,4.86,4.85,0.29,0.51,-0.01,0.05,2.60,1.00,1.03,0.40,6.87,1.03,6.87,1.03,,,,
"USTR100960","2021-12-31","N","USTR",9,,,"Finance",,0.00,,,,,,,,0.000,,,,,,0.00,10.09,5.362,0.00,3.97,0.00,3.76,0.00,0.25,0.00,-0.02,0.00,1.68,0.00,0.60,3.19,4.20,3.19,4.20,,,,
"USTR100960","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR100960","2021-12-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.92,0.00,11.92,0.00,,,,
"USTR100960","2021-12-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR100960","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR100960","2021-12-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR100960","2021-12-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR100960","2021-12-31","N","USTR",16,,,"TOTAL",,41550045.30,,,,,,,,2.684,,,,,,100.00,100.00,5.665,2.42,4.20,1.31,3.78,0.10,0.29,0.00,-0.01,0.56,1.87,0.47,0.71,5.39,5.28,5.39,5.28,,,,
"USTR1025","2021-12-31","N","USTR",1,,,"Cash",,7523168.12,,,,,,,,0.000,,,,,,100.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",2,,,"Treasury",,0.00,,,,,,,,0.000,,,,,,0.00,100.00,1.228,0.00,0.70,0.00,1.88,0.00,0.05,0.00,0.00,0.00,-0.21,0.00,-0.58,0.00,-0.60,0.00,-0.60,,,,
"USTR1025","2021-12-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",7,,,"Industrial",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",8,,,"Utility",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",9,,,"Finance",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1025","2021-12-31","N","USTR",16,,,"TOTAL",,7523168.12,,,,,,,,0.000,,,,,,100.00,100.00,1.228,0.00,0.70,0.00,1.88,0.00,0.05,0.00,0.00,0.00,-0.21,0.00,-0.58,0.00,-0.60,0.00,-0.60,,,,
"USTR1055","2021-12-31","N","USTR",1,,,"Cash",,8188521.17,,,,,,,,0.000,,,,,,7.92,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,1.29,0.00,1.29,0.00,,,,
"USTR1055","2021-12-31","N","USTR",2,,,"Treasury",,6599912.88,,,,,,,,0.597,,,,,,6.35,4.36,0.000,1.66,2.03,12.98,24.41,2.24,6.18,0.50,0.83,-0.77,-2.39,1.48,4.45,-7.67,-6.67,-7.67,-6.67,,,,
"USTR1055","2021-12-31","N","USTR",3,,,"Agency",,1194976.27,,,,,,,,2.682,,,,,,1.15,0.00,0.000,2.09,0.00,7.76,0.00,1.13,0.00,0.17,0.00,-0.18,0.00,-0.34,0.00,0.08,0.00,0.08,0.00,,,,
"USTR1055","2021-12-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1055","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1055","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1055","2021-12-31","N","USTR",7,,,"Industrial",,30849558.65,,,,,,,,3.599,,,,,,29.76,67.88,3.057,2.31,1.64,9.97,6.07,1.71,0.78,0.22,0.12,-0.07,0.04,0.40,-0.01,-1.68,-1.61,-1.68,-1.61,,,,
"USTR1055","2021-12-31","N","USTR",8,,,"Utility",,14085779.97,,,,,,,,3.722,,,,,,13.58,11.07,3.935,2.39,2.32,9.62,8.49,1.68,1.28,0.31,0.24,-0.69,-0.50,0.01,0.03,-2.43,-1.82,-2.43,-1.82,,,,
"USTR1055","2021-12-31","N","USTR",9,,,"Finance",,34677960.32,,,,,,,,3.306,,,,,,33.50,16.69,3.506,1.75,1.74,5.09,5.80,0.58,0.73,0.09,0.11,0.00,-0.04,-0.27,-0.07,-0.79,-1.16,-0.79,-1.16,,,,
"USTR1055","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,-0.36,0.00,1.04,0.00,1.04,0.00,,,,
"USTR1055","2021-12-31","N","USTR",11,,,"Asset Backed",,1053458.96,,,,,,,,1.764,,,,,,1.02,0.00,0.000,2.16,0.00,3.72,0.00,0.15,0.00,-0.03,0.00,-0.46,0.00,-0.86,0.00,0.30,0.00,0.30,0.00,,,,
"USTR1055","2021-12-31","N","USTR",12,,,"CMBS",,4098734.86,,,,,,,,3.472,,,,,,3.97,0.00,0.000,3.37,0.00,5.79,0.00,0.41,0.00,-0.09,0.00,-0.35,0.00,-0.52,0.00,2.87,0.00,2.87,0.00,,,,
"USTR1055","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR1055","2021-12-31","N","USTR",14,,,"CMO",,900096.32,,,,,,,,3.317,,,,,,0.87,0.00,0.000,2.13,0.00,4.79,0.00,0.29,0.00,-0.53,0.00,-0.44,0.00,-0.44,0.00,-0.44,0.00,-0.44,0.00,,,,
"USTR1055","2021-12-31","N","USTR",15,,,"CLO / Other",,1946443.82,,,,,,,,1.477,,,,,,1.88,0.00,0.000,1.46,0.00,4.79,0.00,0.25,0.00,0.24,0.00,0.39,0.00,0.42,0.00,0.42,0.00,0.42,0.00,,,,
"USTR1055","2021-12-31","N","USTR",16,,,"TOTAL",,103595443.23,,,,,,,,2.965,,,,,,100.00,100.00,3.096,1.93,1.74,7.29,7.09,1.11,1.06,0.17,0.16,-0.19,-0.14,0.08,0.19,-1.43,-1.71,-1.43,-1.71,,,,
"USTR107190","2021-12-31","N","USTR",1,,,"Cash",,2078861.09,,,,,,,,0.000,,,,,,4.10,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR107190","2021-12-31","N","USTR",2,,,"Treasury",,98835.62,,,,,,,,0.375,,,,,,0.19,0.00,0.000,0.88,0.00,2.59,0.00,0.00,0.00,0.01,0.00,-0.25,0.00,-0.86,0.00,0.00,0.00,0.00,0.00,,,,
"USTR107190","2021-12-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR107190","2021-12-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR107190","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
