ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,SecurityGroup,SecurityType,BookValue,MarketValue,GainOrLoss,PreTaxBookYield,PreTaxMarketYield,AfterTaxBookYield,AfterTaxMarketYield,TaxEquivalentBookYield,TaxEquivalentMarketYield,Coupon,EffectiveDuration,SecuritiesAtGainNumber,SecuritiesAtGainAmount,SecuritiesAtLossNumber,SecuritiesAtLossAmount,Weight,BenchmarkWeight,BenchmarkCoupon,YTW,BenchmarkYTW,ModifiedDuration,BenchmarkModifiedDuration,Convexity,BenchmarkConvexity,DailyReturn,BenchmarkDailyReturn,MTD,BenchmarkMTD,QTD,BenchmarkQTD,YTD,BenchmarkYTD,CummReturn,BenchmarkCummReturn,BenchmarkBookYield,BenchmarkMarketYield,BenchmarkEffectiveDuration,Liability
"USTR141082","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR141082","2021-12-31","N","USTR",7,,,"Industrial",,107470774.58,,,,,,,,3.430,,,,,,34.76,59.62,3.346,2.36,1.98,11.08,8.56,2.06,1.33,0.26,0.20,-0.15,-0.05,0.71,0.35,-2.05,-2.20,-2.05,-2.20,,,,
"USTR141082","2021-12-31","N","USTR",8,,,"Utility",,44332918.72,,,,,,,,3.741,,,,,,14.33,11.99,4.138,2.54,2.58,11.11,10.65,2.05,1.81,0.36,0.32,-1.05,-0.69,0.09,0.26,-3.24,-2.24,-3.24,-2.24,,,,
"USTR141082","2021-12-31","N","USTR",9,,,"Finance",,77353172.58,,,,,,,,3.198,,,,,,25.05,14.26,3.654,2.04,2.04,6.70,8.37,0.80,1.31,0.12,0.18,-0.02,-0.13,-0.23,0.21,-1.55,-1.63,-1.55,-1.63,,,,
"USTR141082","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,4133625.77,,,,,,,,5.568,,,,,,1.34,0.00,0.000,4.47,0.00,12.77,0.00,2.23,0.00,0.01,0.00,-0.24,0.00,-0.67,0.00,-0.68,0.00,-0.68,0.00,,,,
"USTR141082","2021-12-31","N","USTR",11,,,"Asset Backed",,3501770.19,,,,,,,,2.084,,,,,,1.14,0.00,0.000,2.37,0.00,3.72,0.00,0.15,0.00,-0.07,0.00,-0.40,0.00,-0.80,0.00,0.06,0.00,0.06,0.00,,,,
"USTR141082","2021-12-31","N","USTR",12,,,"CMBS",,4392024.77,,,,,,,,2.972,,,,,,1.43,0.00,0.000,2.93,0.00,7.46,0.00,0.62,0.00,-0.09,0.00,-0.24,0.00,-0.41,0.00,2.28,0.00,2.28,0.00,,,,
"USTR141082","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR141082","2021-12-31","N","USTR",14,,,"CMO",,691637.82,,,,,,,,4.028,,,,,,0.23,0.00,0.000,3.16,0.00,5.16,0.00,0.34,0.00,-0.90,0.00,-0.63,0.00,-0.63,0.00,-0.63,0.00,-0.63,0.00,,,,
"USTR141082","2021-12-31","N","USTR",15,,,"CLO / Other",,4589457.11,,,,,,,,1.471,,,,,,1.49,0.00,0.000,1.46,0.00,4.88,0.00,0.26,0.00,0.22,0.00,0.37,0.00,0.40,0.00,0.40,0.00,0.40,0.00,,,,
"USTR141082","2021-12-31","N","USTR",16,,,"TOTAL",,309279677.72,,,,,,,,2.806,,,,,,100.00,100.00,3.012,2.22,2.06,11.29,11.24,2.14,2.18,0.30,0.29,-0.58,-0.50,0.74,1.01,-2.62,-2.56,-2.62,-2.56,,,,
"USTR141116","2021-12-31","N","USTR",1,,,"Cash",,386735.40,,,,,,,,0.000,,,,,,1.88,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.23,0.00,1.23,0.00,,,,
"USTR141116","2021-12-31","N","USTR",2,,,"Treasury",,5963718.17,,,,,,,,0.606,,,,,,28.83,20.23,0.000,1.94,1.99,21.23,26.40,5.12,7.20,0.73,0.76,-1.94,-2.61,3.45,5.44,-7.03,-6.64,-7.03,-6.64,,,,
"USTR141116","2021-12-31","N","USTR",3,,,"Agency",,239785.92,,,,,,,,3.522,,,,,,1.16,0.00,0.000,2.58,0.00,11.19,0.00,1.98,0.00,0.33,0.00,-0.47,0.00,0.30,0.00,1.60,0.00,1.60,0.00,,,,
"USTR141116","2021-12-31","N","USTR",4,,,"Local Authority",,155946.14,,,,,,,,6.500,,,,,,0.76,0.00,0.000,3.26,0.00,13.14,0.00,2.35,0.00,0.15,0.00,-1.72,0.00,0.31,0.00,-0.43,0.00,-0.43,0.00,,,,
"USTR141116","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR141116","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR141116","2021-12-31","N","USTR",7,,,"Industrial",,5908339.92,,,,,,,,3.382,,,,,,28.69,55.18,3.368,2.38,2.02,11.42,8.99,2.11,1.45,0.27,0.21,-0.04,-0.08,0.72,0.42,-2.42,-2.17,-2.42,-2.17,,,,
"USTR141116","2021-12-31","N","USTR",8,,,"Utility",,3212413.53,,,,,,,,3.739,,,,,,15.59,11.33,4.137,2.44,2.61,10.08,11.00,1.78,1.91,0.33,0.34,-0.77,-0.73,0.07,0.29,-2.34,-2.21,-2.34,-2.21,,,,
"USTR141116","2021-12-31","N","USTR",9,,,"Finance",,4250129.82,,,,,,,,3.217,,,,,,20.67,13.26,3.627,2.00,2.07,6.81,8.94,0.83,1.48,0.13,0.20,-0.02,-0.15,-0.15,0.23,-1.32,-1.60,-1.32,-1.60,,,,
"USTR141116","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.95,0.00,1.95,0.00,,,,
"USTR141116","2021-12-31","N","USTR",11,,,"Asset Backed",,200895.08,,,,,,,,2.895,,,,,,0.98,0.00,0.000,2.65,0.00,3.52,0.00,0.13,0.00,-0.15,0.00,-0.15,0.00,-0.22,0.00,0.36,0.00,0.36,0.00,,,,
"USTR141116","2021-12-31","N","USTR",12,,,"CMBS",,41601.03,,,,,,,,3.537,,,,,,0.20,0.00,0.000,2.67,0.00,4.47,0.00,0.21,0.00,0.03,0.00,-0.32,0.00,-0.10,0.00,3.56,0.00,3.56,0.00,,,,
"USTR141116","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR141116","2021-12-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR141116","2021-12-31","N","USTR",15,,,"CLO / Other",,250711.81,,,,,,,,1.784,,,,,,1.22,0.00,0.000,1.80,0.00,4.11,0.00,0.18,0.00,-0.04,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.15,0.00,,,,
"USTR141116","2021-12-31","N","USTR",16,,,"TOTAL",,20610276.83,,,,,,,,2.538,,,,,,100.00,100.00,2.808,2.15,2.09,12.71,12.73,2.58,2.67,0.37,0.33,-0.73,-0.69,1.15,1.40,-2.99,-2.77,-2.99,-2.77,,,,
"USTR142736","2021-12-31","N","USTR",1,,,"Cash",,4497590.39,,,,,,,,0.000,,,,,,26.77,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.26,0.00,1.26,0.00,,,,
"USTR142736","2021-12-31","N","USTR",2,,,"Treasury",,1302289.23,,,,,,,,0.721,,,,,,7.75,68.17,1.228,0.96,0.70,3.16,1.88,0.14,0.05,0.03,0.00,-0.25,-0.21,-0.82,-0.58,-1.04,-0.60,-1.04,-0.60,,,,
"USTR142736","2021-12-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,5.49,1.369,0.00,0.76,0.00,1.81,0.00,0.05,0.00,0.00,0.00,-0.18,0.00,-0.55,-0.56,-0.44,-0.56,-0.44,,,,
"USTR142736","2021-12-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.64,3.071,0.00,0.92,0.00,1.85,0.00,0.05,0.00,-0.01,0.00,-0.17,0.00,-0.52,0.00,-0.21,0.00,-0.21,,,,
"USTR142736","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.57,4.278,0.00,1.10,0.00,1.84,0.00,0.05,0.00,0.01,0.00,0.09,0.00,-0.39,0.00,0.01,0.00,0.01,,,,
"USTR142736","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,3.12,1.772,0.00,0.74,0.00,1.84,0.00,0.05,0.00,-0.01,0.00,-0.18,0.00,-0.52,0.00,-0.44,0.00,-0.44,,,,
"USTR142736","2021-12-31","N","USTR",7,,,"Industrial",,1205469.56,,,,,,,,4.122,,,,,,7.18,10.41,2.919,2.61,1.03,3.13,1.71,0.14,0.04,-0.02,0.00,0.24,0.04,-0.55,-0.48,1.06,-0.10,1.06,-0.10,,,,
"USTR142736","2021-12-31","N","USTR",8,,,"Utility",,835341.95,,,,,,,,3.672,,,,,,4.97,1.08,2.404,1.89,1.22,1.08,1.64,0.02,0.04,0.01,0.01,0.05,0.01,-0.08,-0.50,1.50,-0.16,1.50,-0.16,,,,
"USTR142736","2021-12-31","N","USTR",9,,,"Finance",,1728308.39,,,,,,,,2.865,,,,,,10.29,10.53,2.818,1.57,1.16,2.15,1.79,0.08,0.05,0.01,0.01,0.09,0.00,-0.42,-0.58,0.67,-0.15,0.67,-0.15,,,,
"USTR142736","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,509473.61,,,,,,,,2.722,,,,,,3.03,0.00,0.000,1.85,0.00,5.65,0.00,0.70,0.00,0.11,0.00,-0.07,0.00,-0.70,0.00,-1.29,0.00,-1.29,0.00,,,,
"USTR142736","2021-12-31","N","USTR",11,,,"Asset Backed",,1907776.50,,,,,,,,2.660,,,,,,11.36,0.00,0.000,1.89,0.00,2.02,0.00,0.06,0.00,-0.05,0.00,-0.12,0.00,-0.38,0.00,1.38,0.00,1.38,0.00,,,,
"USTR142736","2021-12-31","N","USTR",12,,,"CMBS",,2839276.83,,,,,,,,3.788,,,,,,16.90,0.00,0.000,4.88,0.00,3.08,0.00,0.12,0.00,-0.02,0.00,0.06,0.00,-0.11,0.00,5.72,0.00,5.72,0.00,,,,
"USTR142736","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR142736","2021-12-31","N","USTR",14,,,"CMO",,390860.90,,,,,,,,2.086,,,,,,2.32,0.00,0.000,2.20,0.00,5.40,0.00,0.48,0.00,0.10,0.00,0.19,0.00,-0.04,0.00,0.47,0.00,0.47,0.00,,,,
"USTR142736","2021-12-31","N","USTR",15,,,"CLO / Other",,1583163.85,,,,,,,,2.400,,,,,,9.43,0.00,0.000,2.61,0.00,4.66,0.00,0.32,0.00,-0.05,0.00,0.16,0.00,0.34,0.00,1.60,0.00,1.60,0.00,,,,
"USTR142736","2021-12-31","N","USTR",16,,,"TOTAL",,16799551.20,,,,,,,,2.129,,,,,,100.00,100.00,1.630,1.91,0.80,2.23,1.85,0.12,0.05,-0.01,0.00,0.02,-0.15,-0.19,-0.56,2.41,-0.47,2.41,-0.47,,,,
"USTR143952","2021-12-31","N","USTR",1,,,"Cash",,38317.37,,,,,,,,0.000,,,,,,0.34,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR143952","2021-12-31","N","USTR",2,,,"Treasury",,1868641.20,,,,,,,,1.503,,,,,,15.83,38.88,1.580,1.69,1.23,15.67,6.97,3.67,1.07,0.40,0.15,-1.35,-0.51,1.79,0.18,0.00,-2.32,0.00,-2.32,,,,
"USTR143952","2021-12-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,2.17,1.738,0.00,1.18,0.00,4.09,0.00,0.35,0.00,0.05,0.00,-0.29,0.00,-0.53,0.00,-1.27,0.00,-1.27,,,,
"USTR143952","2021-12-31","N","USTR",4,,,"Local Authority",,5157441.55,,,,,,,,3.648,,,,,,44.43,0.97,4.082,2.27,2.22,6.34,9.01,0.55,1.57,0.03,0.15,-0.09,-1.06,0.18,0.26,0.00,0.66,0.00,0.66,,,,
"USTR143952","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,1.04,4.166,0.00,2.72,0.00,10.36,0.00,2.00,0.00,0.03,0.00,1.30,0.00,1.77,0.00,-2.98,0.00,-2.98,,,,
"USTR143952","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,1.39,1.473,0.00,1.08,0.00,3.75,0.00,0.22,0.00,0.01,0.00,-0.27,0.00,-0.63,0.00,-1.28,0.00,-1.28,,,,
"USTR143952","2021-12-31","N","USTR",7,,,"Industrial",,545386.70,,,,,,,,5.183,,,,,,4.70,15.51,3.666,2.77,2.41,7.46,9.32,0.89,1.63,0.06,0.21,-0.15,-0.04,-0.18,0.44,0.00,-0.89,0.00,-0.89,,,,
"USTR143952","2021-12-31","N","USTR",8,,,"Utility",,22490.40,,,,,,,,4.950,,,,,,0.19,2.11,3.654,4.34,2.62,15.48,10.53,3.48,1.91,0.43,0.32,-1.45,-0.70,-1.45,0.31,0.00,-2.15,0.00,-2.15,,,,
"USTR143952","2021-12-31","N","USTR",9,,,"Finance",,292324.01,,,,,,,,3.042,,,,,,2.52,8.09,3.319,2.40,2.08,6.20,6.35,0.58,0.80,0.08,0.11,0.23,0.00,-0.64,-0.20,0.00,-1.05,0.00,-1.05,,,,
"USTR143952","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,2025499.36,,,,,,,,2.730,,,,,,18.69,27.54,2.647,1.97,1.98,5.21,4.85,0.62,0.50,0.18,0.13,-0.03,-0.09,-0.63,-0.37,0.00,-1.04,0.00,-1.04,,,,
"USTR143952","2021-12-31","N","USTR",11,,,"Asset Backed",,35625.56,,,,,,,,3.320,,,,,,1.23,0.30,1.209,2.61,1.10,2.26,2.20,0.05,0.09,-0.21,0.02,-0.14,-0.16,-0.53,-0.57,0.00,-0.34,0.00,-0.34,,,,
"USTR143952","2021-12-31","N","USTR",12,,,"CMBS",,927847.17,,,,,,,,3.962,,,,,,7.99,2.01,3.078,4.00,1.88,5.06,4.95,0.35,0.34,0.03,0.07,-0.35,-0.16,-0.07,-0.64,0.00,-1.16,0.00,-1.16,,,,
"USTR143952","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR143952","2021-12-31","N","USTR",14,,,"CMO",,404362.33,,,,,,,,2.059,,,,,,0.43,0.00,0.000,2.29,0.00,6.23,0.00,0.47,0.00,0.00,0.00,0.28,0.00,0.16,0.00,0.00,0.00,0.00,0.00,,,,
"USTR143952","2021-12-31","N","USTR",15,,,"CLO / Other",,300630.03,,,,,,,,2.218,,,,,,3.44,0.00,0.000,2.25,0.00,7.09,0.00,0.56,0.00,0.26,0.00,0.42,0.00,0.44,0.00,0.00,0.00,0.00,0.00,,,,
"USTR143952","2021-12-31","N","USTR",16,,,"TOTAL",,11618565.67,,,,,,,,3.122,,,,,,99.79,100.00,2.440,2.29,1.75,7.59,6.68,1.07,0.96,0.12,0.15,-0.28,-0.26,0.19,0.01,0.00,-1.54,0.00,-1.54,,,,
"USTR144831","2021-12-31","N","USTR",1,,,"Cash",,1185611.12,,,,,,,,0.000,,,,,,0.86,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.23,0.00,1.23,0.00,,,,
"USTR144831","2021-12-31","N","USTR",2,,,"Treasury",,4705372.80,,,,,,,,2.000,,,,,,2.74,0.00,0.000,1.89,0.00,22.22,0.00,6.00,0.00,0.63,0.00,-2.43,0.00,2.92,0.00,-6.40,0.00,-6.40,0.00,,,,
"USTR144831","2021-12-31","N","USTR",3,,,"Agency",,5367702.00,,,,,,,,3.876,,,,,,3.14,0.56,3.428,3.20,2.93,16.11,13.86,3.46,2.48,0.32,0.51,-0.26,-0.66,1.30,1.32,1.16,-2.30,1.16,-2.30,,,,
"USTR144831","2021-12-31","N","USTR",4,,,"Local Authority",,5941788.35,,,,,,,,5.785,,,,,,3.48,5.26,5.142,2.90,2.73,14.71,11.94,3.11,2.36,0.27,0.23,-1.66,-1.53,0.74,0.84,-0.18,1.79,-0.18,1.79,,,,
"USTR144831","2021-12-31","N","USTR",5,,,"Sovereign",,6882198.54,,,,,,,,4.016,,,,,,4.03,4.97,4.389,3.60,3.44,14.91,14.97,2.98,3.39,0.22,0.08,2.06,2.00,3.25,3.24,-5.50,-4.54,-5.50,-4.54,,,,
"USTR144831","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.12,4.299,0.00,1.98,0.00,12.91,0.00,2.13,0.00,0.53,0.00,-0.62,0.00,1.53,0.00,-2.97,0.00,-2.97,,,,
"USTR144831","2021-12-31","N","USTR",7,,,"Industrial",,88957686.88,,,,,,,,4.097,,,,,,51.95,63.12,4.305,3.13,3.12,15.05,15.02,3.04,3.19,0.45,0.41,-0.22,-0.31,1.46,1.63,-0.44,-0.80,-0.44,-0.80,,,,
"USTR144831","2021-12-31","N","USTR",8,,,"Utility",,29151602.53,,,,,,,,4.260,,,,,,17.01,10.58,4.296,3.17,3.10,15.61,15.02,3.31,3.10,0.56,0.52,-1.29,-1.19,1.15,1.02,-2.19,-2.43,-2.19,-2.43,,,,
"USTR144831","2021-12-31","N","USTR",9,,,"Finance",,29030013.64,,,,,,,,3.539,,,,,,16.96,15.39,4.454,3.01,3.02,13.33,14.15,2.37,2.75,0.38,0.40,-0.14,-0.39,1.16,1.10,-0.04,-1.58,-0.04,-1.58,,,,
"USTR144831","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR144831","2021-12-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR144831","2021-12-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR144831","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR144831","2021-12-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR144831","2021-12-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR144831","2021-12-31","N","USTR",16,,,"TOTAL",,171221975.87,,,,,,,,3.993,,,,,,100.16,100.00,4.366,3.07,3.10,14.96,14.71,3.05,3.07,0.44,0.40,-0.39,-0.37,1.47,1.52,-0.78,-1.18,-0.78,-1.18,,,,
"USTR145021","2021-12-31","N","USTR",1,,,"Cash",,750728.39,,,,,,,,0.000,,,,,,7.31,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,1.29,0.00,1.29,0.00,,,,
"USTR145021","2021-12-31","N","USTR",2,,,"Treasury",,1377570.41,,,,,,,,0.376,,,,,,11.75,6.13,0.000,1.41,2.00,11.04,26.17,2.33,7.09,0.32,0.77,-1.15,-2.59,1.25,5.33,-1.53,-6.30,-1.53,-6.30,,,,
"USTR145021","2021-12-31","N","USTR",3,,,"Agency",,31767.57,,,,,,,,4.950,,,,,,0.27,0.00,0.000,3.35,0.00,14.96,0.00,2.99,0.00,0.30,0.00,-2.18,0.00,-0.31,0.00,4.96,0.00,4.96,0.00,,,,
"USTR145021","2021-12-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR145021","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR145021","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR145021","2021-12-31","N","USTR",7,,,"Industrial",,4087477.53,,,,,,,,3.363,,,,,,34.91,68.03,2.791,1.97,1.37,7.32,4.42,1.11,0.48,0.14,0.07,0.00,0.05,-0.04,-0.24,-1.19,-1.07,-1.19,-1.07,,,,
"USTR145021","2021-12-31","N","USTR",8,,,"Utility",,1206535.97,,,,,,,,3.357,,,,,,10.31,8.86,3.544,1.89,2.00,5.01,6.51,0.46,0.91,0.10,0.16,-0.15,-0.37,-0.65,-0.18,-1.04,-1.32,-1.04,-1.32,,,,
"USTR145021","2021-12-31","N","USTR",9,,,"Finance",,3898782.51,,,,,,,,3.306,,,,,,33.33,16.99,3.307,1.68,1.48,4.32,4.27,0.40,0.47,0.06,0.06,0.08,-0.01,-0.31,-0.21,-0.81,-0.66,-0.81,-0.66,,,,
"USTR145021","2021-12-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.16,0.00,1.51,0.00,1.51,0.00,,,,
"USTR145021","2021-12-31","N","USTR",11,,,"Asset Backed",,60327.78,,,,,,,,3.250,,,,,,0.52,0.00,0.000,3.12,0.00,3.73,0.00,0.15,0.00,-0.31,0.00,-0.02,0.00,-0.33,0.00,-0.33,0.00,-0.33,0.00,,,,
"USTR145021","2021-12-31","N","USTR",12,,,"CMBS",,205414.45,,,,,,,,2.908,,,,,,1.76,0.00,0.000,2.91,0.00,6.75,0.00,0.52,0.00,0.01,0.00,-0.27,0.00,-0.69,0.00,5.62,0.00,5.62,0.00,,,,
"USTR145021","2021-12-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR145021","2021-12-31","N","USTR",14,,,"CMO",,85438.56,,,,,,,,5.000,,,,,,0.74,0.00,0.000,3.60,0.00,4.97,0.00,0.40,0.00,-0.64,0.00,-0.36,0.00,-0.28,0.00,-0.28,0.00,-0.28,0.00,,,,
"USTR145021","2021-12-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR145021","2021-12-31","N","USTR",16,,,"TOTAL",,11704043.19,,,,,,,,2.784,,,,,,100.89,100.00,2.774,1.71,1.48,6.02,5.92,0.86,0.92,0.11,0.12,-0.15,-0.16,-0.09,0.09,-1.05,-1.25,-1.05,-1.25,,,,
"USTR146479","2021-12-31","N","USTR",1,,,"Cash",,2736648.08,,,,,,,,0.000,,,,,,3.31,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.26,0.00,1.26,0.00,,,,
"USTR146479","2021-12-31","N","USTR",2,,,"Treasury",,11935034.00,,,,,,,,0.174,,,,,,14.31,10.79,0.000,1.98,2.00,21.51,25.63,5.07,6.82,0.80,0.78,-2.09,-2.51,3.90,5.06,-6.91,-6.41,-6.91,-6.41,,,,
"USTR146479","2021-12-31","N","USTR",3,,,"Agency",,1008628.85,,,,,,,,3.178,,,,,,1.21,0.00,0.000,2.39,0.00,10.42,0.00,1.76,0.00,0.35,0.00,0.04,0.00,0.57,0.00,1.07,0.00,1.07,0.00,,,,
"USTR146479","2021-12-31","N","USTR",4,,,"Local Authority",,788004.08,,,,,,,,6.837,,,,,,0.95,0.00,0.000,3.17,0.00,12.45,0.00,2.10,0.00,0.12,0.00,-1.33,0.00,0.58,0.00,-0.23,0.00,-0.23,0.00,,,,
"USTR146479","2021-12-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR146479","2021-12-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
"USTR146479","2021-12-31","N","USTR",7,,,"Industrial",,24770563.61,,,,,,,,3.403,,,,,,29.87,62.10,3.317,2.32,1.93,10.59,8.16,1.89,1.22,0.24,0.18,0.01,-0.02,0.58,0.27,-2.13,-2.12,-2.13,-2.12,,,,
"USTR146479","2021-12-31","N","USTR",8,,,"Utility",,12602363.88,,,,,,,,3.876,,,,,,15.18,12.21,4.131,2.51,2.55,10.64,10.29,1.93,1.70,0.36,0.31,-0.90,-0.65,-0.01,0.22,-1.87,-2.17,-1.87,-2.17,,,,
"USTR146479","2021-12-31","N","USTR",9,,,"Finance",,22198303.79,,,,,,,,3.275,,,,,,26.80,14.90,3.657,2.03,2.01,6.38,7.92,0.76,1.18,0.11,0.17,-0.05,-0.10,-0.20,0.15,-1.20,-1.60,-1.20,-1.60,,,,
