ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,Description,Value,BenchmarkValue
"USTR175895","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","21.881970526398774",
"USTR176020","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.5797253934593514",
"USTR176020","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.5974036144579",
"USTR177901","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.6714457904620963",
"USTR177901","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","10.543328924960926",
"USTR183226","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.514375944775603",
"USTR183226","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","18.583480186784435",
"USTR185833","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.8551903849369937",
"USTR185833","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","7.189578398826226",
"USTR186734","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.8552891778888014",
"USTR186734","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","16.567119848776038",
"USTR189043","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","0.16528996459193324",
"USTR189043","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","2.2489486328369006",
"USTR191654","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.3558936372058907",
"USTR191654","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","1.361148480107588",
"USTR193244","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.1593557977337972",
"USTR193244","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","4.6208517237724305",
"USTR194767","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.059681872513356",
"USTR194767","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","7.188681458057668",
"USTR194857","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.7219916770559847",
"USTR194857","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","12.247324958483766",
"USTR194888","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.3385623834735383",
"USTR194888","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.746749596484487",
"USTR196107","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","0.17900328194105541",
"USTR196107","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","2.1005477736206317",
"USTR196617","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.8608272048586172",
"USTR196617","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","16.41311915109376",
"USTR197083","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.6906206182947106",
"USTR197083","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","12.848223685123887",
"USTR197597","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.3687545311703118",
"USTR197597","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","2.0821462158703383",
"USTR199595","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.4442393065756451",
"USTR199595","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","9.693827442397668",
"USTR20","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.1321735240361959",
"USTR20","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","5.680187220141874",
"USTR205","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","-1.3430668505096017",
"USTR205","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","8.100237081577154",
"USTR2139","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.04002698166",
"USTR2139","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","2.63952819792",
"USTR2152","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","0.21198405291262554",
"USTR2152","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","1.801674072721354",
"USTR2179","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.118717933357119",
"USTR2179","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","5.2803497284668905",
"USTR2181","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.123116786923523",
"USTR2181","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","4.393500379457555",
"USTR2243","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.3575021228023127",
"USTR2243","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","8.145942467505504",
"USTR2245","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.4509397880247943",
"USTR2245","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","8.226972495127603",
"USTR2249","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.5595634427940512",
"USTR2249","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","10.17934201083444",
"USTR2309","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.438334150376705",
"USTR2309","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","7.390033427950669",
"USTR2393","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","0.8103194380217619",
"USTR2393","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","6.296597000680824",
"USTR2517","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","0.26001668575",
"USTR2517","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","1.4292541115",
"USTR2543","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.5638878516193713",
"USTR2543","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","8.957820576926887",
"USTR2628","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.4619512504465924",
"USTR2628","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","7.268310906153778",
"USTR2693","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.6330359682886313",
"USTR2693","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","10.541606774377305",
"USTR2764","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","3.1146453881538374",
"USTR2764","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","2.3894161568480956",
"USTR2767","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","2.782591790508146",
"USTR2767","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","15.367510500480769",
"USTR2855","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","5.364619117938065",
"USTR2855","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","4.74682991493651",
"USTR2861","2020-12-31","N","USTR",1,"USTR Account Profile","Yield to Worst (%)","1.7872330205847722",
"USTR2861","2020-12-31","N","USTR",1,"USTR Account Profile","Market Value","13.672593897110477",
