ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,SecurityGroup,SecurityType,BookValue,MarketValue,GainOrLoss,PreTaxBookYield,PreTaxMarketYield,AfterTaxBookYield,AfterTaxMarketYield,TaxEquivalentBookYield,TaxEquivalentMarketYield,Coupon,EffectiveDuration,SecuritiesAtGainNumber,SecuritiesAtGainAmount,SecuritiesAtLossNumber,SecuritiesAtLossAmount,Weight,BenchmarkWeight,BenchmarkCoupon,YTW,BenchmarkYTW,ModifiedDuration,BenchmarkModifiedDuration,Convexity,BenchmarkConvexity,DailyReturn,BenchmarkDailyReturn,MTD,BenchmarkMTD,QTD,BenchmarkQTD,YTD,BenchmarkYTD,CummReturn,BenchmarkCummReturn,BenchmarkBookYield,BenchmarkMarketYield,BenchmarkEffectiveDuration,Liability,MarketYield,BookYield
"USTR10001","2020-12-31","N","USTR",1,,,"Cash",,303535.95,,,,,,,,1.5,,,,,,0.84,0,0,1.5,0,0,0,0,0,,,0.13,0,0.38,0,1.51,0,1.51,0,,1.5,,,1.5,
"USTR10001","2020-12-31","N","USTR",2,,,"Cash",,303535.95,,,,,,,,1.5,,,,,,0.84,0,0,1.5,0,0,0,0,0,,,0.13,0,0.38,0,1.51,0,1.51,0,,1.5,,,1.5,
"USTR10001","2020-12-31","N","USTR",3,,,"Treasury",,6567886.67,,,,,,,,0.412,,,,,,18.13,12.22,0,1.56,1.67,21.81,24.98,5.29,6.45,,,-1.21,-1.34,-3.29,-3.54,18.77,23.68,18.77,23.68,,1.5,,,1.5,
"USTR10001","2020-12-31","N","USTR",4,,,"Treasury",,6567886.67,,,,,,,,0.412,,,,,,18.13,12.22,0,1.56,1.67,21.81,24.98,5.29,6.45,,,-1.21,-1.34,-3.29,-3.54,18.77,23.68,18.77,23.68,,1.5,,,1.5,
"USTR10001","2020-12-31","N","USTR",5,,,"Agency",,827853.11,,,,,,,,3.175,,,,,,2.29,0,0,1.71,0,7.47,0,1.17,0,,,0.16,0,2.17,0,8.99,0,8.99,0,,2.81,,,2.81,
"USTR10001","2020-12-31","N","USTR",6,,,"Agency",,827853.11,,,,,,,,3.175,,,,,,2.29,0,0,1.71,0,7.47,0,1.17,0,,,0.16,0,2.17,0,8.99,0,8.99,0,,2.81,,,2.81,
"USTR10001","2020-12-31","N","USTR",7,,,"Local Authority",,142060.5,,,,,,,,7.3,,,,,,0.39,0.02,3.056,2.8,1.01,12.08,4.08,1.93,0.2,,,-0.38,0,1.79,0,13.24,0,13.24,0,,4.42,,,4.42,
"USTR10001","2020-12-31","N","USTR",8,,,"Local Authority",,142060.5,,,,,,,,7.3,,,,,,0.39,0.02,3.056,2.8,1.01,12.08,4.08,1.93,0.2,,,-0.38,0,1.79,0,13.24,0,13.24,0,,4.42,,,4.42,
"USTR10001","2020-12-31","N","USTR",9,,,"Sovereign",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10001","2020-12-31","N","USTR",10,,,"Supranational",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10001","2020-12-31","N","USTR",11,,,"Industrial",,11297549.11,,,,,,,,3.588,,,,,,31.18,60.97,3.481,1.65,1.49,9.75,9.3,1.68,1.53,,,0.05,0.04,2.17,1.74,10.97,10.4,10.97,10.4,,2.99,,,2.99,
"USTR10001","2020-12-31","N","USTR",12,,,"Industrial",,11297549.11,,,,,,,,3.588,,,,,,31.18,60.97,3.481,1.65,1.49,9.75,9.3,1.68,1.53,,,0.05,0.04,2.17,1.74,10.97,10.4,10.97,10.4,,2.99,,,2.99,
"USTR10001","2020-12-31","N","USTR",13,,,"Utility",,5512255.96,,,,,,,,3.926,,,,,,15.22,12.42,4.284,2.08,2.08,11.85,11.16,2.26,1.94,,,-0.09,0.04,2.4,2.26,12.49,12.04,12.49,12.04,,3.28,,,3.28,
"USTR10001","2020-12-31","N","USTR",14,,,"Utility",,5512255.96,,,,,,,,3.926,,,,,,15.22,12.42,4.284,2.08,2.08,11.85,11.16,2.26,1.94,,,-0.09,0.04,2.4,2.26,12.49,12.04,12.49,12.04,,3.28,,,3.28,
"USTR10001","2020-12-31","N","USTR",15,,,"Finance",,9831627.65,,,,,,,,3.498,,,,,,27.14,14.37,3.979,1.36,1.47,6.38,7.84,0.78,1.11,,,0.4,0.19,2.07,2.12,9.45,9.41,9.45,9.41,,3.07,,,3.07,
"USTR10001","2020-12-31","N","USTR",16,,,"Finance",,9831627.65,,,,,,,,3.498,,,,,,27.14,14.37,3.979,1.36,1.47,6.38,7.84,0.78,1.11,,,0.4,0.19,2.07,2.12,9.45,9.41,9.45,9.41,,3.07,,,3.07,
"USTR10001","2020-12-31","N","USTR",17,,,"MBS Pass Thru",,393741.31,,,,,,,,4.127,,,,,,1.09,0,0,2.72,0,6.19,0,0.49,0,,,1,0,1.25,0,4.82,0,4.82,0,,3.81,,,3.81,
"USTR10001","2020-12-31","N","USTR",18,,,"MBS Pass Thru",,393741.31,,,,,,,,4.127,,,,,,1.09,0,0,2.72,0,6.19,0,0.49,0,,,1,0,1.25,0,4.82,0,4.82,0,,3.81,,,3.81,
"USTR10001","2020-12-31","N","USTR",19,,,"Asset Backed",,127282.62,,,,,,,,2,,,,,,0.35,0,0,0.74,0,4.67,0,0.23,0,,,0.7,0,1.9,0,6.19,0,6.19,0,,1.89,,,1.89,
"USTR10001","2020-12-31","N","USTR",20,,,"Asset Backed",,127282.62,,,,,,,,2,,,,,,0.35,0,0,0.74,0,4.67,0,0.23,0,,,0.7,0,1.9,0,6.19,0,6.19,0,,1.89,,,1.89,
"USTR10001","2020-12-31","N","USTR",21,,,"CMBS",,1225133.47,,,,,,,,3.769,,,,,,3.38,0,0,3.36,0,5.82,0,0.43,0,,,3,0,3.82,0,9.68,0,9.68,0,,3.69,,,3.69,
"USTR10001","2020-12-31","N","USTR",22,,,"CMBS",,1225133.47,,,,,,,,3.769,,,,,,3.38,0,0,3.36,0,5.82,0,0.43,0,,,3,0,3.82,0,9.68,0,9.68,0,,3.69,,,3.69,
"USTR10001","2020-12-31","N","USTR",23,,,"Covered",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10001","2020-12-31","N","USTR",24,,,"CMO",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6.63,0,6.63,0,,0,,,0,
"USTR10001","2020-12-31","N","USTR",25,,,"Other",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10001","2020-12-31","N","USTR",26,,,"TOTAL",,36228926.35,,,,,,,,3.033,,,,,,100,100,3.227,1.69,1.58,11.03,11.24,2.09,2.12,,,0,-0.11,1.2,1.23,13.51,12.89,13.51,12.89,,2.81,,,2.81,
"USTR10001","2020-12-31","N","USTR",27,,,"TOTAL",,36228926.35,,,,,,,,3.033,,,,,,100,100,3.227,1.69,1.58,11.03,11.24,2.09,2.12,,,0,-0.11,1.2,1.23,13.51,12.89,13.51,12.89,,2.81,,,2.81,
"USTR10002","2020-12-31","N","USTR",1,,,"Cash",,100321.62,,,,,,,,1.5,,,,,,0.2,0,0,1.5,0,0,0,0,0,,,0.13,0,0.38,0,1.51,0,1.51,0,,1.5,,,1.5,
"USTR10002","2020-12-31","N","USTR",2,,,"Cash",,100321.62,,,,,,,,1.5,,,,,,0.2,0,0,1.5,0,0,0,0,0,,,0.13,0,0.38,0,1.51,0,1.51,0,,1.5,,,1.5,
"USTR10002","2020-12-31","N","USTR",3,,,"Treasury",,8025193.42,,,,,,,,0.193,,,,,,16.09,13.34,0,1.61,1.68,23.05,26.25,5.67,7.13,,,-1.31,-1.21,-3.5,-3.86,18.92,22.74,18.92,22.74,,1.61,,,1.61,
"USTR10002","2020-12-31","N","USTR",4,,,"Treasury",,8025193.42,,,,,,,,0.193,,,,,,16.09,13.34,0,1.61,1.68,23.05,26.25,5.67,7.13,,,-1.31,-1.21,-3.5,-3.86,18.92,22.74,18.92,22.74,,1.61,,,1.61,
"USTR10002","2020-12-31","N","USTR",5,,,"Treasury",,8025193.42,,,,,,,,0.193,,,,,,16.09,13.34,0,1.61,1.68,23.05,26.25,5.67,7.13,,,-1.31,-1.21,-3.5,-3.86,18.92,22.74,18.92,22.74,,1.61,,,1.61,
"USTR10002","2020-12-31","N","USTR",6,,,"Treasury",,8025193.42,,,,,,,,0.193,,,,,,16.09,13.34,0,1.61,1.68,23.05,26.25,5.67,7.13,,,-1.31,-1.21,-3.5,-3.86,18.92,22.74,18.92,22.74,,1.61,,,1.61,
"USTR10002","2020-12-31","N","USTR",7,,,"Agency",,1136572.24,,,,,,,,3.027,,,,,,2.28,0,0,1.61,0,7.14,0,1.07,0,,,0.23,0,2.06,0,8.84,0,8.84,0,,2.7,,,2.7,
"USTR10002","2020-12-31","N","USTR",8,,,"Agency",,1136572.24,,,,,,,,3.027,,,,,,2.28,0,0,1.61,0,7.14,0,1.07,0,,,0.23,0,2.06,0,8.84,0,8.84,0,,2.7,,,2.7,
"USTR10002","2020-12-31","N","USTR",9,,,"Local Authority",,242338.5,,,,,,,,7.3,,,,,,0.49,0.03,3.067,2.8,1.01,12.08,4.05,1.93,0.2,,,-0.38,0,1.79,0,13.23,0,13.23,0,,4.42,,,4.42,
"USTR10002","2020-12-31","N","USTR",10,,,"Local Authority",,242338.5,,,,,,,,7.3,,,,,,0.49,0.03,3.067,2.8,1.01,12.08,4.05,1.93,0.2,,,-0.38,0,1.79,0,13.23,0,13.23,0,,4.42,,,4.42,
"USTR10002","2020-12-31","N","USTR",11,,,"Local Authority",,242338.5,,,,,,,,7.3,,,,,,0.49,0.03,3.067,2.8,1.01,12.08,4.05,1.93,0.2,,,-0.38,0,1.79,0,13.23,0,13.23,0,,4.42,,,4.42,
"USTR10002","2020-12-31","N","USTR",12,,,"Local Authority",,242338.5,,,,,,,,7.3,,,,,,0.49,0.03,3.067,2.8,1.01,12.08,4.05,1.93,0.2,,,-0.38,0,1.79,0,13.23,0,13.23,0,,4.42,,,4.42,
"USTR10002","2020-12-31","N","USTR",13,,,"Sovereign",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10002","2020-12-31","N","USTR",14,,,"Supranational",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10002","2020-12-31","N","USTR",15,,,"Industrial",,17191972.74,,,,,,,,3.559,,,,,,34.48,60.23,3.44,1.67,1.41,10.29,8.69,1.84,1.37,,,0.05,0.05,2.25,1.61,11.16,10.14,11.16,10.14,,2.98,,,2.98,
"USTR10002","2020-12-31","N","USTR",16,,,"Industrial",,17191972.74,,,,,,,,3.559,,,,,,34.48,60.23,3.44,1.67,1.41,10.29,8.69,1.84,1.37,,,0.05,0.05,2.25,1.61,11.16,10.14,11.16,10.14,,2.98,,,2.98,
"USTR10002","2020-12-31","N","USTR",17,,,"Industrial",,17191972.74,,,,,,,,3.559,,,,,,34.48,60.23,3.44,1.67,1.41,10.29,8.69,1.84,1.37,,,0.05,0.05,2.25,1.61,11.16,10.14,11.16,10.14,,2.98,,,2.98,
"USTR10002","2020-12-31","N","USTR",18,,,"Industrial",,17191972.74,,,,,,,,3.559,,,,,,34.48,60.23,3.44,1.67,1.41,10.29,8.69,1.84,1.37,,,0.05,0.05,2.25,1.61,11.16,10.14,11.16,10.14,,2.98,,,2.98,
"USTR10002","2020-12-31","N","USTR",19,,,"Utility",,6736384.21,,,,,,,,3.896,,,,,,13.51,11.86,4.272,2.14,2.03,11.64,10.7,2.26,1.81,,,-0.2,0.05,2.08,2.14,12.24,11.89,12.24,11.89,,3.32,,,3.32,
"USTR10002","2020-12-31","N","USTR",20,,,"Utility",,6736384.21,,,,,,,,3.896,,,,,,13.51,11.86,4.272,2.14,2.03,11.64,10.7,2.26,1.81,,,-0.2,0.05,2.08,2.14,12.24,11.89,12.24,11.89,,3.32,,,3.32,
"USTR10002","2020-12-31","N","USTR",21,,,"Utility",,6736384.21,,,,,,,,3.896,,,,,,13.51,11.86,4.272,2.14,2.03,11.64,10.7,2.26,1.81,,,-0.2,0.05,2.08,2.14,12.24,11.89,12.24,11.89,,3.32,,,3.32,
"USTR10002","2020-12-31","N","USTR",22,,,"Utility",,6736384.21,,,,,,,,3.896,,,,,,13.51,11.86,4.272,2.14,2.03,11.64,10.7,2.26,1.81,,,-0.2,0.05,2.08,2.14,12.24,11.89,12.24,11.89,,3.32,,,3.32,
"USTR10002","2020-12-31","N","USTR",23,,,"Finance",,14236323.52,,,,,,,,3.464,,,,,,28.55,14.55,3.943,1.24,1.4,6.05,7.36,0.77,1.01,,,0.4,0.2,2,1.97,8.38,9.09,8.38,9.09,,3.09,,,3.09,
"USTR10002","2020-12-31","N","USTR",24,,,"Finance",,14236323.52,,,,,,,,3.464,,,,,,28.55,14.55,3.943,1.24,1.4,6.05,7.36,0.77,1.01,,,0.4,0.2,2,1.97,8.38,9.09,8.38,9.09,,3.09,,,3.09,
"USTR10002","2020-12-31","N","USTR",25,,,"Finance",,14236323.52,,,,,,,,3.464,,,,,,28.55,14.55,3.943,1.24,1.4,6.05,7.36,0.77,1.01,,,0.4,0.2,2,1.97,8.38,9.09,8.38,9.09,,3.09,,,3.09,
"USTR10002","2020-12-31","N","USTR",26,,,"Finance",,14236323.52,,,,,,,,3.464,,,,,,28.55,14.55,3.943,1.24,1.4,6.05,7.36,0.77,1.01,,,0.4,0.2,2,1.97,8.38,9.09,8.38,9.09,,3.09,,,3.09,
"USTR10002","2020-12-31","N","USTR",27,,,"MBS Pass Thru",,493811.96,,,,,,,,4.184,,,,,,0.99,0,0,2.75,0,4.88,0,0.31,0,,,1.16,0,1.45,0,4.47,0,4.47,0,,3.88,,,3.88,
"USTR10002","2020-12-31","N","USTR",28,,,"MBS Pass Thru",,493811.96,,,,,,,,4.184,,,,,,0.99,0,0,2.75,0,4.88,0,0.31,0,,,1.16,0,1.45,0,4.47,0,4.47,0,,3.88,,,3.88,
"USTR10002","2020-12-31","N","USTR",29,,,"Asset Backed",,186028.44,,,,,,,,2,,,,,,0.37,0,0,0.74,0,4.67,0,0.23,0,,,0.7,0,1.91,0,4.77,0,4.77,0,,1.89,,,1.89,
"USTR10002","2020-12-31","N","USTR",30,,,"Asset Backed",,186028.44,,,,,,,,2,,,,,,0.37,0,0,0.74,0,4.67,0,0.23,0,,,0.7,0,1.91,0,4.77,0,4.77,0,,1.89,,,1.89,
"USTR10002","2020-12-31","N","USTR",31,,,"CMBS",,1298379.63,,,,,,,,3.762,,,,,,2.6,0,0,3.61,0,5.71,0,0.37,0,,,2.05,0,3.1,0,7.13,0,7.13,0,,3.73,,,3.73,
"USTR10002","2020-12-31","N","USTR",32,,,"CMBS",,1298379.63,,,,,,,,3.762,,,,,,2.6,0,0,3.61,0,5.71,0,0.37,0,,,2.05,0,3.1,0,7.13,0,7.13,0,,3.73,,,3.73,
"USTR10002","2020-12-31","N","USTR",33,,,"Covered",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10002","2020-12-31","N","USTR",34,,,"CMO",,219260.02,,,,,,,,4.35,,,,,,0.44,0,0,3.53,0,5.17,0,0.29,0,,,0.32,0,0.63,0,1.62,0,1.62,0,,4.17,,,4.17,
"USTR10002","2020-12-31","N","USTR",35,,,"CMO",,219260.02,,,,,,,,4.35,,,,,,0.44,0,0,3.53,0,5.17,0,0.29,0,,,0.32,0,0.63,0,1.62,0,1.62,0,,4.17,,,4.17,
"USTR10002","2020-12-31","N","USTR",36,,,"Other",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10002","2020-12-31","N","USTR",37,,,"TOTAL",,49866586.31,,,,,,,,3.047,,,,,,100,100,3.153,1.67,1.52,11.02,11.08,2.12,2.14,,,-0.05,-0.1,1.14,1,11.77,11.85,11.77,11.85,,2.86,,,2.86,
"USTR10002","2020-12-31","N","USTR",38,,,"TOTAL",,49866586.31,,,,,,,,3.047,,,,,,100,100,3.153,1.67,1.52,11.02,11.08,2.12,2.14,,,-0.05,-0.1,1.14,1,11.77,11.85,11.77,11.85,,2.86,,,2.86,
"USTR10002","2020-12-31","N","USTR",39,,,"TOTAL",,49866586.31,,,,,,,,3.047,,,,,,100,100,3.153,1.67,1.52,11.02,11.08,2.12,2.14,,,-0.05,-0.1,1.14,1,11.77,11.85,11.77,11.85,,2.86,,,2.86,
"USTR10002","2020-12-31","N","USTR",40,,,"TOTAL",,49866586.31,,,,,,,,3.047,,,,,,100,100,3.153,1.67,1.52,11.02,11.08,2.12,2.14,,,-0.05,-0.1,1.14,1,11.77,11.85,11.77,11.85,,2.86,,,2.86,
"USTR10004","2020-12-31","N","USTR",1,,,"Cash",,177741.46,,,,,,,,1.5,,,,,,0.22,0,0,1.5,0,0,0,0,0,,,0.13,0,0.38,0,1.51,0,1.51,0,,1.5,,,1.5,
"USTR10004","2020-12-31","N","USTR",2,,,"Cash",,177741.46,,,,,,,,1.5,,,,,,0.22,0,0,1.5,0,0,0,0,0,,,0.13,0,0.38,0,1.51,0,1.51,0,,1.5,,,1.5,
"USTR10004","2020-12-31","N","USTR",3,,,"Treasury",,14902163.62,,,,,,,,0.268,,,,,,18.62,15.24,0,1.66,1.67,24.52,25.04,6.36,6.48,,,-1.25,-1.33,-3.41,-3.55,22.81,23.71,22.81,23.71,,1.62,,,1.62,
"USTR10004","2020-12-31","N","USTR",4,,,"Treasury",,14902163.62,,,,,,,,0.268,,,,,,18.62,15.24,0,1.66,1.67,24.52,25.04,6.36,6.48,,,-1.25,-1.33,-3.41,-3.55,22.81,23.71,22.81,23.71,,1.62,,,1.62,
"USTR10004","2020-12-31","N","USTR",5,,,"Treasury",,14902163.62,,,,,,,,0.268,,,,,,18.62,15.24,0,1.66,1.67,24.52,25.04,6.36,6.48,,,-1.25,-1.33,-3.41,-3.55,22.81,23.71,22.81,23.71,,1.62,,,1.62,
"USTR10004","2020-12-31","N","USTR",6,,,"Treasury",,14902163.62,,,,,,,,0.268,,,,,,18.62,15.24,0,1.66,1.67,24.52,25.04,6.36,6.48,,,-1.25,-1.33,-3.41,-3.55,22.81,23.71,22.81,23.71,,1.62,,,1.62,
"USTR10004","2020-12-31","N","USTR",7,,,"Agency",,1862678.99,,,,,,,,3.115,,,,,,2.33,0,0,1.65,0,7,0,1.06,0,,,0.17,0,2.01,0,8.26,0,8.26,0,,2.77,,,2.77,
"USTR10004","2020-12-31","N","USTR",8,,,"Agency",,1862678.99,,,,,,,,3.115,,,,,,2.33,0,0,1.65,0,7,0,1.06,0,,,0.17,0,2.01,0,8.26,0,8.26,0,,2.77,,,2.77,
"USTR10004","2020-12-31","N","USTR",9,,,"Local Authority",,672719.51,,,,,,,,6.686,,,,,,0.84,0.02,3.035,2.94,1.02,13.35,4.14,2.41,0.21,,,0.96,0,2.28,0,13.75,0,13.75,0,,4.24,,,4.24,
"USTR10004","2020-12-31","N","USTR",10,,,"Local Authority",,672719.51,,,,,,,,6.686,,,,,,0.84,0.02,3.035,2.94,1.02,13.35,4.14,2.41,0.21,,,0.96,0,2.28,0,13.75,0,13.75,0,,4.24,,,4.24,
"USTR10004","2020-12-31","N","USTR",11,,,"Local Authority",,672719.51,,,,,,,,6.686,,,,,,0.84,0.02,3.035,2.94,1.02,13.35,4.14,2.41,0.21,,,0.96,0,2.28,0,13.75,0,13.75,0,,4.24,,,4.24,
"USTR10004","2020-12-31","N","USTR",12,,,"Local Authority",,672719.51,,,,,,,,6.686,,,,,,0.84,0.02,3.035,2.94,1.02,13.35,4.14,2.41,0.21,,,0.96,0,2.28,0,13.75,0,13.75,0,,4.24,,,4.24,
"USTR10004","2020-12-31","N","USTR",13,,,"Sovereign",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10004","2020-12-31","N","USTR",14,,,"Supranational",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10004","2020-12-31","N","USTR",15,,,"Industrial",,24549901.65,,,,,,,,3.782,,,,,,30.67,58.67,3.586,1.86,1.64,11.47,10.41,2.12,1.8,,,0.07,0,2.54,1.97,11.37,10.91,11.37,10.91,,3.09,,,3.09,
"USTR10004","2020-12-31","N","USTR",16,,,"Industrial",,24549901.65,,,,,,,,3.782,,,,,,30.67,58.67,3.586,1.86,1.64,11.47,10.41,2.12,1.8,,,0.07,0,2.54,1.97,11.37,10.91,11.37,10.91,,3.09,,,3.09,
"USTR10004","2020-12-31","N","USTR",17,,,"Industrial",,24549901.65,,,,,,,,3.782,,,,,,30.67,58.67,3.586,1.86,1.64,11.47,10.41,2.12,1.8,,,0.07,0,2.54,1.97,11.37,10.91,11.37,10.91,,3.09,,,3.09,
"USTR10004","2020-12-31","N","USTR",18,,,"Industrial",,24549901.65,,,,,,,,3.782,,,,,,30.67,58.67,3.586,1.86,1.64,11.47,10.41,2.12,1.8,,,0.07,0,2.54,1.97,11.37,10.91,11.37,10.91,,3.09,,,3.09,
"USTR10004","2020-12-31","N","USTR",19,,,"Utility",,14467372.82,,,,,,,,4.018,,,,,,18.08,12.85,4.341,2.05,2.18,11.5,11.88,2.17,2.13,,,-0.12,0.03,2.46,2.43,12.14,12.31,12.14,12.31,,3.34,,,3.34,
"USTR10004","2020-12-31","N","USTR",20,,,"Utility",,14467372.82,,,,,,,,4.018,,,,,,18.08,12.85,4.341,2.05,2.18,11.5,11.88,2.17,2.13,,,-0.12,0.03,2.46,2.43,12.14,12.31,12.14,12.31,,3.34,,,3.34,
"USTR10004","2020-12-31","N","USTR",21,,,"Utility",,14467372.82,,,,,,,,4.018,,,,,,18.08,12.85,4.341,2.05,2.18,11.5,11.88,2.17,2.13,,,-0.12,0.03,2.46,2.43,12.14,12.31,12.14,12.31,,3.34,,,3.34,
"USTR10004","2020-12-31","N","USTR",22,,,"Utility",,14467372.82,,,,,,,,4.018,,,,,,18.08,12.85,4.341,2.05,2.18,11.5,11.88,2.17,2.13,,,-0.12,0.03,2.46,2.43,12.14,12.31,12.14,12.31,,3.34,,,3.34,
"USTR10004","2020-12-31","N","USTR",23,,,"Finance",,18895493.55,,,,,,,,3.522,,,,,,23.61,13.23,4.076,1.54,1.62,7.28,8.84,0.95,1.33,,,0.51,0.17,2.51,2.43,9.11,10.1,9.11,10.1,,3.07,,,3.07,
"USTR10004","2020-12-31","N","USTR",24,,,"Finance",,18895493.55,,,,,,,,3.522,,,,,,23.61,13.23,4.076,1.54,1.62,7.28,8.84,0.95,1.33,,,0.51,0.17,2.51,2.43,9.11,10.1,9.11,10.1,,3.07,,,3.07,
"USTR10004","2020-12-31","N","USTR",25,,,"Finance",,18895493.55,,,,,,,,3.522,,,,,,23.61,13.23,4.076,1.54,1.62,7.28,8.84,0.95,1.33,,,0.51,0.17,2.51,2.43,9.11,10.1,9.11,10.1,,3.07,,,3.07,
"USTR10004","2020-12-31","N","USTR",26,,,"Finance",,18895493.55,,,,,,,,3.522,,,,,,23.61,13.23,4.076,1.54,1.62,7.28,8.84,0.95,1.33,,,0.51,0.17,2.51,2.43,9.11,10.1,9.11,10.1,,3.07,,,3.07,
"USTR10004","2020-12-31","N","USTR",27,,,"MBS Pass Thru",,669335.67,,,,,,,,3.818,,,,,,0.84,0,0,2.82,0,6.16,0,0.51,0,,,0.19,0,0.46,0,4.77,0,4.77,0,,3.59,,,3.59,
"USTR10004","2020-12-31","N","USTR",28,,,"MBS Pass Thru",,669335.67,,,,,,,,3.818,,,,,,0.84,0,0,2.82,0,6.16,0,0.51,0,,,0.19,0,0.46,0,4.77,0,4.77,0,,3.59,,,3.59,
"USTR10004","2020-12-31","N","USTR",29,,,"Asset Backed",,1399304.71,,,,,,,,2.915,,,,,,1.75,0,0,1.43,0,3.93,0,0.19,0,,,0.62,0,1.16,0,5.89,0,5.89,0,,2.79,,,2.79,
"USTR10004","2020-12-31","N","USTR",30,,,"Asset Backed",,1399304.71,,,,,,,,2.915,,,,,,1.75,0,0,1.43,0,3.93,0,0.19,0,,,0.62,0,1.16,0,5.89,0,5.89,0,,2.79,,,2.79,
"USTR10004","2020-12-31","N","USTR",31,,,"CMBS",,2441830.62,,,,,,,,3.762,,,,,,3.05,0,0,3.88,0,5.57,0,0.36,0,,,2.24,0,3.25,0,4.97,0,4.97,0,,3.79,,,3.79,
"USTR10004","2020-12-31","N","USTR",32,,,"CMBS",,2441830.62,,,,,,,,3.762,,,,,,3.05,0,0,3.88,0,5.57,0,0.36,0,,,2.24,0,3.25,0,4.97,0,4.97,0,,3.79,,,3.79,
"USTR10004","2020-12-31","N","USTR",33,,,"Covered",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10004","2020-12-31","N","USTR",34,,,"CMO",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10004","2020-12-31","N","USTR",35,,,"Other",,0,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,0,
"USTR10004","2020-12-31","N","USTR",36,,,"TOTAL",,80038542.61,,,,,,,,3.097,,,,,,100,100,3.201,1.85,1.71,12.45,12.62,2.51,2.5,,,-0.01,-0.17,1.38,1.23,14.51,13.82,14.51,13.82,,2.87,,,2.87,
"USTR10004","2020-12-31","N","USTR",37,,,"TOTAL",,80038542.61,,,,,,,,3.097,,,,,,100,100,3.201,1.85,1.71,12.45,12.62,2.51,2.5,,,-0.01,-0.17,1.38,1.23,14.51,13.82,14.51,13.82,,2.87,,,2.87,
"USTR10004","2020-12-31","N","USTR",38,,,"TOTAL",,80038542.61,,,,,,,,3.097,,,,,,100,100,3.201,1.85,1.71,12.45,12.62,2.51,2.5,,,-0.01,-0.17,1.38,1.23,14.51,13.82,14.51,13.82,,2.87,,,2.87,
"USTR10004","2020-12-31","N","USTR",39,,,"TOTAL",,80038542.61,,,,,,,,3.097,,,,,,100,100,3.201,1.85,1.71,12.45,12.62,2.51,2.5,,,-0.01,-0.17,1.38,1.23,14.51,13.82,14.51,13.82,,2.87,,,2.87,
"USTR10006","2020-12-31","N","USTR",1,,,"Cash",,635419.72,,,,,,,,1.5,,,,,,4.13,0,0,1.5,0,0,0,0,0,,,0.13,0,0.38,0,1.51,0,1.51,0,,1.5,,,1.5,
"USTR10006","2020-12-31","N","USTR",2,,,"Treasury",,1941597.77,,,,,,,,0.164,,,,,,12.61,6.65,0,1.31,1.66,17.52,24.56,3.76,6.25,,,-1.24,-1.35,-2.85,-3.51,16.5,23.39,16.5,23.39,,1.44,,,1.44,
"USTR10006","2020-12-31","N","USTR",3,,,"Treasury",,1941597.77,,,,,,,,0.164,,,,,,12.61,6.65,0,1.31,1.66,17.52,24.56,3.76,6.25,,,-1.24,-1.35,-2.85,-3.51,16.5,23.39,16.5,23.39,,1.44,,,1.44,
"USTR10006","2020-12-31","N","USTR",4,,,"Treasury",,1941597.77,,,,,,,,0.164,,,,,,12.61,6.65,0,1.31,1.66,17.52,24.56,3.76,6.25,,,-1.24,-1.35,-2.85,-3.51,16.5,23.39,16.5,23.39,,1.44,,,1.44,
