ProductID, PeriodDate, AdhocFlag, LineofBusinessCode, SortOrder, EquityFlag, TaxType, BenchmarkFlag, PerformanceType, Description, MTD, QTD, YTD, PriorYear, PriorTwoYear, PriorThreeYear, PriorFourYear, PriorFiveYear, PriorSevenYear, PriorTenYear, CYPriorYear, CYPriorTwoYear, CYPriorThreeYear, CYPriorFourYear, CYPriorFiveYear, CYPriorSixYear, CYPriorSevenYear, CYPriorEightYear, CYPriorNineYear, CYPriorTenYear, CYPriorElevenYear, CYPriorTwelveYear, SinceInceptionReturn, InceptionDate, ValueAdded, Risk, TrackingError, InfoRatio, PriorThreeMonth, PriorSixMonth, PriorNineMonth, CurrentQuarter, 
"USTR163754", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR164442", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR164442", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR164848", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR164848", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR165267", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR165267", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR165304", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR165715", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR165715", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR167836", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR167836", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR168325", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR170000", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR170000", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR170539", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR170539", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR1708", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR1708", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR170869", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR170869", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR1709", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR1709", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR1710", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR1710", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR1717", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR1717", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR1728", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR1728", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR173634", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR173634", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR175835", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR175835", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR175895", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR175895", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR176020", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR176020", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR177901", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR177901", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR183226", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR183226", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR185833", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR185833", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR186734", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR186734", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR189043", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR189043", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR191654", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR191654", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR193244", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR193244", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR194424", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR194424", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR194767", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR194767", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR194857", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR194857", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR194888", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR194888", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR196107", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR196107", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR196617", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR196617", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR197083", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR197083", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR197597", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR197597", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR199595", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR199595", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR20", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR20", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR205", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR205", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2071", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2071", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2139", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2139", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2152", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2152", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2157", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2157", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2179", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2179", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2180", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2180", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2181", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2181", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2243", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2243", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2245", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2245", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2249", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2249", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2293", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2293", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2309", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2309", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2319", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2319", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2393", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2393", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2517", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2517", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2543", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2543", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2628", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2628", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2693", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2693", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2764", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2764", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2767", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2767", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2855", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2855", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2892", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2892", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2897", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2897", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2911", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2911", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2912", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2922", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2922", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2941", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2995", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR2995", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3010", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3010", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR303", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR303", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3083", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3083", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3093", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3093", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3165", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3165", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3218", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3218", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3219", "2020-12-31", "N", "USTR", 1, , , "N", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
"USTR3219", "2020-12-31", "N", "USTR", 2, , , "Y", , , 0, 0, 0, , 0, 0, 0, 0, 0, 0, , , , , , , , , , , , , "0", "2021-01-01", , , , , , , , 0, 
