ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,Description,Value,BenchmarkValue
"USTR10004","2020-12-31","N","USTR",2,"USTR Attribution Summary","Minimum Periodic Return (%)",-4.895,-5.025
"USTR10004","2020-12-31","N","USTR",3,"USTR Attribution Summary","Maximum Periodic Return (%)",6.363,6.153
"USTR10004","2020-12-31","N","USTR",4,"USTR Attribution Summary","Beta (Sensitivity to Benchmark)",0.985,""
"USTR10004","2020-12-31","N","USTR",5,"USTR Attribution Summary","R-Squared (%)",95.966,""
"USTR10004","2020-12-31","N","USTR",6,"USTR Attribution Summary","Correlation (%)",97.962,""
"USTR10004","2020-12-31","N","USTR",7,"USTR Attribution Summary","Annualized Tracking Error (bp)",52.528,""
"USTR10004","2020-12-31","N","USTR",8,"USTR Attribution Summary","Shortfall Frequency (%)",42.857,""
"USTR10004","2020-12-31","N","USTR",9,"USTR Attribution Summary","Average Shortfall (bp)",11.061,""
"USTR10004","2020-12-31","N","USTR",10,"USTR Attribution Summary","Downside Capture Ratio (%)",96.945,100
"USTR10004","2020-12-31","N","USTR",11,"USTR Attribution Summary","Annualized Total Return (%)",6.766,6.495
"USTR10004","2020-12-31","N","USTR",12,"USTR Attribution Summary","Average Periodic Return (bp)",56.883,54.735
"USTR10004","2020-12-31","N","USTR",13,"USTR Attribution Summary","Cumulative Total Return (%)",35.733,34.134
"USTR10004","2020-12-31","N","USTR",14,"USTR Attribution Summary","Excess Return Frequency (%)",57.143,""
"USTR10004","2020-12-31","N","USTR",15,"USTR Attribution Summary","Average Excess Return (bp)",12.056,""
"USTR10004","2020-12-31","N","USTR",16,"USTR Attribution Summary","Upside Capture Ratio (%)",100.223,100
"USTR10004","2020-12-31","N","USTR",17,"USTR Attribution Summary","Sharpe Ratio",0.74,0.706
"USTR10004","2020-12-31","N","USTR",18,"USTR Attribution Summary","Information Ratio",0.516,""
"USTR10004","2020-12-31","N","USTR",1,"USTRCreditQualityBreakdown","AAA",21.124,19.463
"USTR10004","2020-12-31","N","USTR",2,"USTRCreditQualityBreakdown","AA",13.626,21.354
"USTR10004","2020-12-31","N","USTR",3,"USTRCreditQualityBreakdown","A",49.85,59.183
"USTR10004","2020-12-31","N","USTR",4,"USTRCreditQualityBreakdown","BBB",15.178,0
"USTR10004","2020-12-31","N","USTR",5,"USTRCreditQualityBreakdown","BB",0,0
"USTR10004","2020-12-31","N","USTR",6,"USTRCreditQualityBreakdown","B",0,0
"USTR10004","2020-12-31","N","USTR",7,"USTRCreditQualityBreakdown","CCC",0,0
"USTR10004","2020-12-31","N","USTR",8,"USTRCreditQualityBreakdown","CC",0,0
"USTR10004","2020-12-31","N","USTR",9,"USTRCreditQualityBreakdown","C",0,0
"USTR10004","2020-12-31","N","USTR",10,"USTRCreditQualityBreakdown","D",0,0
"USTR10004","2020-12-31","N","USTR",11,"USTRCreditQualityBreakdown","Not Rated        ",0,0
"USTR10004","2020-12-31","N","USTR",1,"USTRCMaturityExposure","0-1",0.186,0.408
"USTR10004","2020-12-31","N","USTR",2,"USTRCMaturityExposure","1-3",8.862,8.437
"USTR10004","2020-12-31","N","USTR",3,"USTRCMaturityExposure","3-5",10.392,7.805
"USTR10004","2020-12-31","N","USTR",4,"USTRCMaturityExposure","5-7",14.475,8.113
"USTR10004","2020-12-31","N","USTR",5,"USTRCMaturityExposure","7-10",10.141,13.079
"USTR10004","2020-12-31","N","USTR",6,"USTRCMaturityExposure","10-20",11.782,23.338
"USTR10004","2020-12-31","N","USTR",7,"USTRCMaturityExposure",20,43.941,38.819
"USTR10004","2020-12-31","N","USTR",1,"USTRSectorAllocation","Treasury",18.619,15.239
"USTR10004","2020-12-31","N","USTR",2,"USTRSectorAllocation","Agency",2.327,0
"USTR10004","2020-12-31","N","USTR",3,"USTRSectorAllocation","Local Authority",0.84,0.019
"USTR10004","2020-12-31","N","USTR",4,"USTRSectorAllocation","Sovereign",0,0
"USTR10004","2020-12-31","N","USTR",5,"USTRSectorAllocation","Supra-national",0,0
"USTR10004","2020-12-31","N","USTR",6,"USTRSectorAllocation","Industrial",30.673,58.666
"USTR10004","2020-12-31","N","USTR",7,"USTRSectorAllocation","Utility",18.076,12.849
"USTR10004","2020-12-31","N","USTR",8,"USTRSectorAllocation","Finance",23.608,13.227
"USTR10004","2020-12-31","N","USTR",9,"USTRSectorAllocation","MBS Pass thru",0.836,0
"USTR10004","2020-12-31","N","USTR",10,"USTRSectorAllocation","Asset Backed",1.748,0
"USTR10004","2020-12-31","N","USTR",11,"USTRSectorAllocation","CMBS",3.051,0
"USTR10004","2020-12-31","N","USTR",12,"USTRSectorAllocation","Covered",0,0
"USTR10004","2020-12-31","N","USTR",13,"USTRSectorAllocation","Other",0,0
"USTR10004","2020-12-31","N","USTR",14,"USTRSectorAllocation","CMO",0,0
"USTR10005","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR10005","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR10005","2020-12-31","N","USTR",3,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR10006","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR10006","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR10006","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)",1.509,1.436
"USTR10006","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues",137,11790
"USTR10006","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","St. Peter's University RL PPA Inv Benchmark",""
"USTR10006","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","Investment Grade Only","Investment Grade Only"
"USTR10006","2020-12-31","N","USTR",7,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR10006","2020-12-31","N","USTR",8,"USTR Account Profile","Risk Controls","Exclusion of 144A securities|Max 5% allocation to individual non-Treasury issuers",""
"USTR10006","2020-12-31","N","USTR",9,"USTR Account Profile","Modified Duration",9,9.269
"USTR10006","2020-12-31","N","USTR",10,"USTR Account Profile","Market Value",1.539,4.757
"USTR10006","2020-12-31","N","USTR",11,"USTR Account Profile","Inception Date","Mar 31 2016 12:00AM",""
"USTR10006","2020-12-31","N","USTR",12,"USTR Account Profile","Mandate","Liability Driven Investing",""
"USTR10006","2020-12-31","N","USTR",13,"USTR Account Profile","Market Yield",2.97,2.872
"USTR10006","2020-12-31","N","USTR",14,"USTR Account Profile","Convexity",1.571,1.551
"USTR10006","2020-12-31","N","USTR",1,"USTR Attribution Summary","Annualized standard Deviation (Volatility) (%)",5.625,5.518
"USTR10006","2020-12-31","N","USTR",2,"USTR Attribution Summary","Minimum Periodic Return (%)",-3.924,-3.947
"USTR10006","2020-12-31","N","USTR",3,"USTR Attribution Summary","Maximum Periodic Return (%)",4.497,4.365
"USTR10006","2020-12-31","N","USTR",4,"USTR Attribution Summary","Beta (Sensitivity to Benchmark)",1,""
"USTR10006","2020-12-31","N","USTR",5,"USTR Attribution Summary","R-Squared (%)",96.237,""
"USTR10006","2020-12-31","N","USTR",6,"USTR Attribution Summary","Correlation (%)",98.101,""
"USTR10006","2020-12-31","N","USTR",7,"USTR Attribution Summary","Annualized Tracking Error (bp)",32.108,""
"USTR10006","2020-12-31","N","USTR",8,"USTR Attribution Summary","Shortfall Frequency (%)",33.333,""
"USTR10006","2020-12-31","N","USTR",9,"USTR Attribution Summary","Average Shortfall (bp)",7.428,""
"USTR10006","2020-12-31","N","USTR",10,"USTR Attribution Summary","Downside Capture Ratio (%)",97.601,100
"USTR10006","2020-12-31","N","USTR",11,"USTR Attribution Summary","Annualized Total Return (%)",5.941,5.61
"USTR10006","2020-12-31","N","USTR",12,"USTR Attribution Summary","Average Periodic Return (bp)",49.496,46.832
"USTR10006","2020-12-31","N","USTR",13,"USTR Attribution Summary","Cumulative Total Return (%)",31.539,29.6
"USTR10006","2020-12-31","N","USTR",14,"USTR Attribution Summary","Excess Return Frequency (%)",66.667,""
"USTR10006","2020-12-31","N","USTR",15,"USTR Attribution Summary","Average Excess Return (bp)",7.711,""
"USTR10006","2020-12-31","N","USTR",16,"USTR Attribution Summary","Upside Capture Ratio (%)",102.325,100
"USTR10006","2020-12-31","N","USTR",17,"USTR Attribution Summary","Sharpe Ratio",0.82,0.776
"USTR10006","2020-12-31","N","USTR",18,"USTR Attribution Summary","Information Ratio",1.03,""
"USTR10006","2020-12-31","N","USTR",1,"USTRCreditQualityBreakdown","AAA",18.735,10.513
"USTR10006","2020-12-31","N","USTR",2,"USTRCreditQualityBreakdown","AA",11.658,23.124
"USTR10006","2020-12-31","N","USTR",3,"USTRCreditQualityBreakdown","A",48.589,66.364
"USTR10006","2020-12-31","N","USTR",4,"USTRCreditQualityBreakdown","BBB",16.892,0
"USTR10006","2020-12-31","N","USTR",5,"USTRCreditQualityBreakdown","BB",0,0
"USTR10006","2020-12-31","N","USTR",6,"USTRCreditQualityBreakdown","B",0,0
"USTR10006","2020-12-31","N","USTR",7,"USTRCreditQualityBreakdown","CCC",0,0
"USTR10006","2020-12-31","N","USTR",8,"USTRCreditQualityBreakdown","CC",0,0
"USTR10006","2020-12-31","N","USTR",9,"USTRCreditQualityBreakdown","C",0,0
"USTR10006","2020-12-31","N","USTR",10,"USTRCreditQualityBreakdown","D",0,0
"USTR10006","2020-12-31","N","USTR",11,"USTRCreditQualityBreakdown","Not Rated        ",0,0
"USTR10006","2020-12-31","N","USTR",1,"USTRCMaturityExposure","0-1",1.328,0.916
"USTR10006","2020-12-31","N","USTR",2,"USTRCMaturityExposure","1-3",21.11,17.437
"USTR10006","2020-12-31","N","USTR",3,"USTRCMaturityExposure","3-5",12.339,12.564
"USTR10006","2020-12-31","N","USTR",4,"USTRCMaturityExposure","5-7",12.884,10.923
"USTR10006","2020-12-31","N","USTR",5,"USTRCMaturityExposure","7-10",6.929,14.982
"USTR10006","2020-12-31","N","USTR",6,"USTRCMaturityExposure","10-20",13.288,21.148
"USTR10006","2020-12-31","N","USTR",7,"USTRCMaturityExposure",20,27.996,22.029
"USTR10006","2020-12-31","N","USTR",1,"USTRSectorAllocation","Treasury",12.611,6.648
"USTR10006","2020-12-31","N","USTR",2,"USTRSectorAllocation","Agency",1.912,0
"USTR10006","2020-12-31","N","USTR",3,"USTRSectorAllocation","Local Authority",0.543,0.03
"USTR10006","2020-12-31","N","USTR",4,"USTRSectorAllocation","Sovereign",0,0
"USTR10006","2020-12-31","N","USTR",5,"USTRSectorAllocation","Supra-national",0,0
"USTR10006","2020-12-31","N","USTR",6,"USTRSectorAllocation","Industrial",35.76,64.893
"USTR10006","2020-12-31","N","USTR",7,"USTRSectorAllocation","Utility",16.627,12.37
"USTR10006","2020-12-31","N","USTR",8,"USTRSectorAllocation","Finance",24.686,16.06
"USTR10006","2020-12-31","N","USTR",9,"USTRSectorAllocation","MBS Pass thru",0,0
"USTR10006","2020-12-31","N","USTR",10,"USTRSectorAllocation","Asset Backed",0,0
"USTR10006","2020-12-31","N","USTR",11,"USTRSectorAllocation","CMBS",3.735,0
"USTR10006","2020-12-31","N","USTR",12,"USTRSectorAllocation","Covered",0,0
"USTR10006","2020-12-31","N","USTR",13,"USTRSectorAllocation","Other",0,0
"USTR10006","2020-12-31","N","USTR",14,"USTRSectorAllocation","CMO",0,0
"USTR100960","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR100960","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR100960","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)",4.958,""
"USTR100960","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues",156,""
"USTR100960","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","Barclays High Yield Index",""
"USTR100960","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","Investment Grade and High Yield",""
