ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,Description,Value,BenchmarkValue
"USTR144831","2020-12-31","N","USTR",17,"USTR Attribution Summary","Sharpe Ratio",1.036,""
"USTR144831","2020-12-31","N","USTR",18,"USTR Attribution Summary","Information Ratio",1.208,""
"USTR144831","2020-12-31","N","USTR",1,"USTRCreditQualityBreakdown","AAA",8.828,3.015
"USTR144831","2020-12-31","N","USTR",2,"USTRCreditQualityBreakdown","AA",13.052,10.171
"USTR144831","2020-12-31","N","USTR",3,"USTRCreditQualityBreakdown","A",43.169,36.916
"USTR144831","2020-12-31","N","USTR",4,"USTRCreditQualityBreakdown","BBB",33.531,49.898
"USTR144831","2020-12-31","N","USTR",5,"USTRCreditQualityBreakdown","BB",0,0
"USTR144831","2020-12-31","N","USTR",6,"USTRCreditQualityBreakdown","B",0,0
"USTR144831","2020-12-31","N","USTR",7,"USTRCreditQualityBreakdown","CCC",0,0
"USTR144831","2020-12-31","N","USTR",8,"USTRCreditQualityBreakdown","CC",0,0
"USTR144831","2020-12-31","N","USTR",9,"USTRCreditQualityBreakdown","C",0,0
"USTR144831","2020-12-31","N","USTR",10,"USTRCreditQualityBreakdown","D",0,0
"USTR144831","2020-12-31","N","USTR",11,"USTRCreditQualityBreakdown","Not Rated        ",0,0
"USTR144831","2020-12-31","N","USTR",1,"USTRCMaturityExposure","0-1",0,0
"USTR144831","2020-12-31","N","USTR",2,"USTRCMaturityExposure","1-3",0,0
"USTR144831","2020-12-31","N","USTR",3,"USTRCMaturityExposure","3-5",0,0.014
"USTR144831","2020-12-31","N","USTR",4,"USTRCMaturityExposure","5-7",0.098,0
"USTR144831","2020-12-31","N","USTR",5,"USTRCMaturityExposure","7-10",7.179,0
"USTR144831","2020-12-31","N","USTR",6,"USTRCMaturityExposure","10-20",26.358,33.914
"USTR144831","2020-12-31","N","USTR",7,"USTRCMaturityExposure",20,64.945,66.072
"USTR144831","2020-12-31","N","USTR",1,"USTRSectorAllocation","Treasury",3.403,0
"USTR144831","2020-12-31","N","USTR",2,"USTRSectorAllocation","Agency",2.811,0.691
"USTR144831","2020-12-31","N","USTR",3,"USTRSectorAllocation","Local Authority",5.055,5.24
"USTR144831","2020-12-31","N","USTR",4,"USTRSectorAllocation","Sovereign",3.524,5.427
"USTR144831","2020-12-31","N","USTR",5,"USTRSectorAllocation","Supra-national",0,0.141
"USTR144831","2020-12-31","N","USTR",6,"USTRSectorAllocation","Industrial",54.098,62.554
"USTR144831","2020-12-31","N","USTR",7,"USTRSectorAllocation","Utility",14.276,10.703
"USTR144831","2020-12-31","N","USTR",8,"USTRSectorAllocation","Finance",15.413,15.244
"USTR144831","2020-12-31","N","USTR",9,"USTRSectorAllocation","MBS Pass thru",0,0
"USTR144831","2020-12-31","N","USTR",10,"USTRSectorAllocation","Asset Backed",0,0
"USTR144831","2020-12-31","N","USTR",11,"USTRSectorAllocation","CMBS",0,0
"USTR144831","2020-12-31","N","USTR",12,"USTRSectorAllocation","Covered",0,0
"USTR144831","2020-12-31","N","USTR",13,"USTRSectorAllocation","Other",0,0
"USTR144831","2020-12-31","N","USTR",14,"USTRSectorAllocation","CMO",0,0
"USTR145021","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR145021","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR145021","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)",1.156,0.901
"USTR145021","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues",145,11790
"USTR145021","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","GE Appliances 0-30+ Inv Benchmark",""
"USTR145021","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","Investment Grade Only","Investment Grade Only"
"USTR145021","2020-12-31","N","USTR",7,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR145021","2020-12-31","N","USTR",8,"USTR Account Profile","Risk Controls","Max 5% allocation to individual non-Treasury issuers",""
"USTR145021","2020-12-31","N","USTR",9,"USTR Account Profile","Modified Duration",5.894,5.953
"USTR145021","2020-12-31","N","USTR",10,"USTR Account Profile","Market Value",1.184,3.29
"USTR145021","2020-12-31","N","USTR",11,"USTR Account Profile","Inception Date","Mar 31 2020 12:00AM",""
"USTR145021","2020-12-31","N","USTR",12,"USTR Account Profile","Mandate","Liability Driven Investing","Liability Driven Investing"
"USTR145021","2020-12-31","N","USTR",13,"USTR Account Profile","Market Yield",2.684,2.73
"USTR145021","2020-12-31","N","USTR",14,"USTR Account Profile","Convexity",0.754,0.918
"USTR145021","2020-12-31","N","USTR",1,"USTR Attribution Summary","Annualized standard Deviation (Volatility) (%)",3.894,3.772
"USTR145021","2020-12-31","N","USTR",2,"USTR Attribution Summary","Minimum Periodic Return (%)",-0.704,-0.863
"USTR145021","2020-12-31","N","USTR",3,"USTR Attribution Summary","Maximum Periodic Return (%)",2.788,2.734
"USTR145021","2020-12-31","N","USTR",4,"USTR Attribution Summary","Beta (Sensitivity to Benchmark)",0.907,""
"USTR145021","2020-12-31","N","USTR",5,"USTR Attribution Summary","R-Squared (%)",77.245,""
"USTR145021","2020-12-31","N","USTR",6,"USTR Attribution Summary","Correlation (%)",87.889,""
"USTR145021","2020-12-31","N","USTR",7,"USTR Attribution Summary","Annualized Tracking Error (bp)",58.771,""
"USTR145021","2020-12-31","N","USTR",8,"USTR Attribution Summary","Shortfall Frequency (%)",0,""
"USTR145021","2020-12-31","N","USTR",9,"USTR Attribution Summary","Downside Capture Ratio (%)",79.607,100
"USTR145021","2020-12-31","N","USTR",10,"USTR Attribution Summary","Annualized Total Return (%)",10.246,7.434
"USTR145021","2020-12-31","N","USTR",11,"USTR Attribution Summary","Average Periodic Return (bp)",82.171,60.454
"USTR145021","2020-12-31","N","USTR",12,"USTR Attribution Summary","Cumulative Total Return (%)",7.59,5.525
"USTR145021","2020-12-31","N","USTR",13,"USTR Attribution Summary","Excess Return Frequency (%)",100,""
"USTR145021","2020-12-31","N","USTR",14,"USTR Attribution Summary","Average Excess Return (bp)",21.717,""
"USTR145021","2020-12-31","N","USTR",15,"USTR Attribution Summary","Upside Capture Ratio (%)",126.012,100
"USTR145021","2020-12-31","N","USTR",16,"USTR Attribution Summary","Sharpe Ratio",2.588,1.926
"USTR145021","2020-12-31","N","USTR",17,"USTR Attribution Summary","Information Ratio",4.784,""
"USTR145021","2020-12-31","N","USTR",1,"USTRCreditQualityBreakdown","AAA",14.656,8.913
"USTR145021","2020-12-31","N","USTR",2,"USTRCreditQualityBreakdown","AA",11.998,23.402
"USTR145021","2020-12-31","N","USTR",3,"USTRCreditQualityBreakdown","A",46.887,67.685
"USTR145021","2020-12-31","N","USTR",4,"USTRCreditQualityBreakdown","BBB",24.007,0
"USTR145021","2020-12-31","N","USTR",5,"USTRCreditQualityBreakdown","BB",0,0
"USTR145021","2020-12-31","N","USTR",6,"USTRCreditQualityBreakdown","B",0,0
"USTR145021","2020-12-31","N","USTR",7,"USTRCreditQualityBreakdown","CCC",0,0
"USTR145021","2020-12-31","N","USTR",8,"USTRCreditQualityBreakdown","CC",0,0
"USTR145021","2020-12-31","N","USTR",9,"USTRCreditQualityBreakdown","C",0,0
"USTR145021","2020-12-31","N","USTR",10,"USTRCreditQualityBreakdown","D",0,0
"USTR145021","2020-12-31","N","USTR",11,"USTRCreditQualityBreakdown","Not Rated        ",0,0
"USTR145021","2020-12-31","N","USTR",1,"USTRCMaturityExposure","0-1",0.747,2.363
"USTR145021","2020-12-31","N","USTR",2,"USTRCMaturityExposure","1-3",31.141,40.429
"USTR145021","2020-12-31","N","USTR",3,"USTRCMaturityExposure","3-5",22.035,20.052
"USTR145021","2020-12-31","N","USTR",4,"USTRCMaturityExposure","5-7",17.636,11.391
"USTR145021","2020-12-31","N","USTR",5,"USTRCMaturityExposure","7-10",10.807,7.79
"USTR145021","2020-12-31","N","USTR",6,"USTRCMaturityExposure","10-20",6.699,6.35
"USTR145021","2020-12-31","N","USTR",7,"USTRCMaturityExposure",20,8.484,11.625
"USTR145021","2020-12-31","N","USTR",1,"USTRSectorAllocation","Treasury",13.715,6.078
"USTR145021","2020-12-31","N","USTR",2,"USTRSectorAllocation","Agency",1.155,0
"USTR145021","2020-12-31","N","USTR",3,"USTRSectorAllocation","Local Authority",0,0.046
"USTR145021","2020-12-31","N","USTR",4,"USTRSectorAllocation","Sovereign",0,0
"USTR145021","2020-12-31","N","USTR",5,"USTRSectorAllocation","Supra-national",0,0
"USTR145021","2020-12-31","N","USTR",6,"USTRSectorAllocation","Industrial",36.676,66.959
"USTR145021","2020-12-31","N","USTR",7,"USTRSectorAllocation","Utility",9.834,8.446
"USTR145021","2020-12-31","N","USTR",8,"USTRSectorAllocation","Finance",32.386,18.471
"USTR145021","2020-12-31","N","USTR",9,"USTRSectorAllocation","MBS Pass thru",1.313,0
"USTR145021","2020-12-31","N","USTR",10,"USTRSectorAllocation","Asset Backed",0,0
"USTR145021","2020-12-31","N","USTR",11,"USTRSectorAllocation","CMBS",2.469,0
"USTR145021","2020-12-31","N","USTR",12,"USTRSectorAllocation","Covered",0,0
"USTR145021","2020-12-31","N","USTR",13,"USTRSectorAllocation","Other",0,0
"USTR145021","2020-12-31","N","USTR",14,"USTRSectorAllocation","CMO",0,0
"USTR1454","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR1454","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR1454","2020-12-31","N","USTR",3,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR146479","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR146479","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR146479","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)",1.666,1.515
"USTR146479","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues",175,11790
"USTR146479","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","Morganite Ind US Ret Plan 0-30 RLPPA Inv Benchmark",""
"USTR146479","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","Investment Grade Only","Investment Grade Only"
"USTR146479","2020-12-31","N","USTR",7,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR146479","2020-12-31","N","USTR",8,"USTR Account Profile","Risk Controls","Max 5% allocation to individual non-Treasury issuers",""
"USTR146479","2020-12-31","N","USTR",9,"USTR Account Profile","Modified Duration",10.735,10.78
"USTR146479","2020-12-31","N","USTR",10,"USTR Account Profile","Market Value",8.875,1.959
"USTR146479","2020-12-31","N","USTR",11,"USTR Account Profile","Inception Date","Nov 30 2017 12:00AM",""
"USTR146479","2020-12-31","N","USTR",12,"USTR Account Profile","Mandate","Liability Driven Investing",""
"USTR146479","2020-12-31","N","USTR",13,"USTR Account Profile","Market Yield",2.885,2.82
"USTR146479","2020-12-31","N","USTR",14,"USTR Account Profile","Convexity",2.049,2.031
"USTR146479","2020-12-31","N","USTR",1,"USTR Attribution Summary","Annualized standard Deviation (Volatility) (%)",6.715,6.627
"USTR146479","2020-12-31","N","USTR",2,"USTR Attribution Summary","Minimum Periodic Return (%)",-2.213,-2.318
"USTR146479","2020-12-31","N","USTR",3,"USTR Attribution Summary","Maximum Periodic Return (%)",5.428,5.279
"USTR146479","2020-12-31","N","USTR",4,"USTR Attribution Summary","Beta (Sensitivity to Benchmark)",0.983,""
"USTR146479","2020-12-31","N","USTR",5,"USTR Attribution Summary","R-Squared (%)",94.173,""
"USTR146479","2020-12-31","N","USTR",6,"USTR Attribution Summary","Correlation (%)",97.043,""
"USTR146479","2020-12-31","N","USTR",7,"USTR Attribution Summary","Annualized Tracking Error (bp)",49.07,""
"USTR146479","2020-12-31","N","USTR",8,"USTR Attribution Summary","Shortfall Frequency (%)",43.243,""
"USTR146479","2020-12-31","N","USTR",9,"USTR Attribution Summary","Average Shortfall (bp)",12.662,""
"USTR146479","2020-12-31","N","USTR",10,"USTR Attribution Summary","Downside Capture Ratio (%)",99.563,100
"USTR146479","2020-12-31","N","USTR",11,"USTR Attribution Summary","Annualized Total Return (%)",7.945,7.875
"USTR146479","2020-12-31","N","USTR",12,"USTR Attribution Summary","Average Periodic Return (bp)",65.721,65.127
"USTR146479","2020-12-31","N","USTR",13,"USTR Attribution Summary","Cumulative Total Return (%)",26.583,26.329
"USTR146479","2020-12-31","N","USTR",14,"USTR Attribution Summary","Excess Return Frequency (%)",56.757,""
"USTR146479","2020-12-31","N","USTR",15,"USTR Attribution Summary","Average Excess Return (bp)",10.694,""
"USTR146479","2020-12-31","N","USTR",16,"USTR Attribution Summary","Upside Capture Ratio (%)",100.368,100
"USTR146479","2020-12-31","N","USTR",17,"USTR Attribution Summary","Sharpe Ratio",0.932,0.934
"USTR146479","2020-12-31","N","USTR",18,"USTR Attribution Summary","Information Ratio",0.144,""
"USTR146479","2020-12-31","N","USTR",1,"USTRCreditQualityBreakdown","AAA",20.847,15.7
"USTR146479","2020-12-31","N","USTR",2,"USTRCreditQualityBreakdown","AA",12.816,21.926
"USTR146479","2020-12-31","N","USTR",3,"USTRCreditQualityBreakdown","A",48.672,62.375
"USTR146479","2020-12-31","N","USTR",4,"USTRCreditQualityBreakdown","BBB",17.323,0
"USTR146479","2020-12-31","N","USTR",5,"USTRCreditQualityBreakdown","BB",0,0
"USTR146479","2020-12-31","N","USTR",6,"USTRCreditQualityBreakdown","B",0,0
"USTR146479","2020-12-31","N","USTR",7,"USTRCreditQualityBreakdown","CCC",0,0
"USTR146479","2020-12-31","N","USTR",8,"USTRCreditQualityBreakdown","CC",0,0
"USTR146479","2020-12-31","N","USTR",9,"USTRCreditQualityBreakdown","C",0,0
"USTR146479","2020-12-31","N","USTR",10,"USTRCreditQualityBreakdown","D",0,0
"USTR146479","2020-12-31","N","USTR",11,"USTRCreditQualityBreakdown","Not Rated        ",0,0
"USTR146479","2020-12-31","N","USTR",1,"USTRCMaturityExposure","0-1",2.175,0.784
"USTR146479","2020-12-31","N","USTR",2,"USTRCMaturityExposure","1-3",14.766,14.806
"USTR146479","2020-12-31","N","USTR",3,"USTRCMaturityExposure","3-5",11.758,10.9
"USTR146479","2020-12-31","N","USTR",4,"USTRCMaturityExposure","5-7",14.993,9.78
"USTR146479","2020-12-31","N","USTR",5,"USTRCMaturityExposure","7-10",10.329,13.782
"USTR146479","2020-12-31","N","USTR",6,"USTRCMaturityExposure","10-20",9.881,20.905
"USTR146479","2020-12-31","N","USTR",7,"USTRCMaturityExposure",20,35.754,29.043
"USTR146479","2020-12-31","N","USTR",1,"USTRSectorAllocation","Treasury",16.844,11.861
"USTR146479","2020-12-31","N","USTR",2,"USTRSectorAllocation","Agency",2.132,0
"USTR146479","2020-12-31","N","USTR",3,"USTRSectorAllocation","Local Authority",0.931,0.026
"USTR146479","2020-12-31","N","USTR",4,"USTRSectorAllocation","Sovereign",0,0
"USTR146479","2020-12-31","N","USTR",5,"USTRSectorAllocation","Supra-national",0,0
"USTR146479","2020-12-31","N","USTR",6,"USTRSectorAllocation","Industrial",30.711,61.225
"USTR146479","2020-12-31","N","USTR",7,"USTRSectorAllocation","Utility",15.79,12.075
"USTR146479","2020-12-31","N","USTR",8,"USTRSectorAllocation","Finance",28.173,14.813
"USTR146479","2020-12-31","N","USTR",9,"USTRSectorAllocation","MBS Pass thru",0.816,0
"USTR146479","2020-12-31","N","USTR",10,"USTRSectorAllocation","Asset Backed",1.072,0
"USTR146479","2020-12-31","N","USTR",11,"USTRSectorAllocation","CMBS",3.138,0
"USTR146479","2020-12-31","N","USTR",12,"USTRSectorAllocation","Covered",0,0
"USTR146479","2020-12-31","N","USTR",13,"USTRSectorAllocation","Other",0,0
"USTR146479","2020-12-31","N","USTR",14,"USTRSectorAllocation","CMO",0.05,0
"USTR147439","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR147439","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR147439","2020-12-31","N","USTR",3,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR147439","2020-12-31","N","USTR",1,"USTRCreditQualityBreakdown","AAA",24.403,69.755
"USTR147439","2020-12-31","N","USTR",2,"USTRCreditQualityBreakdown","AA",4.151,3.395
"USTR147439","2020-12-31","N","USTR",3,"USTRCreditQualityBreakdown","A",20.73,12.074
"USTR147439","2020-12-31","N","USTR",4,"USTRCreditQualityBreakdown","BBB",42.123,14.775
"USTR147439","2020-12-31","N","USTR",5,"USTRCreditQualityBreakdown","BB",4.383,0
"USTR147439","2020-12-31","N","USTR",6,"USTRCreditQualityBreakdown","B",0,0
"USTR147439","2020-12-31","N","USTR",7,"USTRCreditQualityBreakdown","CCC",0,0
"USTR147439","2020-12-31","N","USTR",8,"USTRCreditQualityBreakdown","CC",0,0
"USTR147439","2020-12-31","N","USTR",9,"USTRCreditQualityBreakdown","C",0,0
"USTR147439","2020-12-31","N","USTR",10,"USTRCreditQualityBreakdown","D",0,0
"USTR147439","2020-12-31","N","USTR",11,"USTRCreditQualityBreakdown","Not Rated        ",1.532,0
"USTR147439","2020-12-31","N","USTR",1,"USTRCMaturityExposure","0-1",6.399,0
"USTR147439","2020-12-31","N","USTR",2,"USTRCMaturityExposure","1-3",21.024,24.031
"USTR147439","2020-12-31","N","USTR",3,"USTRCMaturityExposure","3-5",27.091,32.825
"USTR147439","2020-12-31","N","USTR",4,"USTRCMaturityExposure","5-7",14.838,13.053
"USTR147439","2020-12-31","N","USTR",5,"USTRCMaturityExposure","7-10",17.12,9.875
"USTR147439","2020-12-31","N","USTR",6,"USTRCMaturityExposure","10-20",2.726,5.769
"USTR147439","2020-12-31","N","USTR",7,"USTRCMaturityExposure",20,8.123,14.448
"USTR147439","2020-12-31","N","USTR",1,"USTRSectorAllocation","Treasury",9.311,36.747
"USTR147439","2020-12-31","N","USTR",2,"USTRSectorAllocation","Agency",0.232,2.586
"USTR147439","2020-12-31","N","USTR",3,"USTRSectorAllocation","Local Authority",0,1.045
"USTR147439","2020-12-31","N","USTR",4,"USTRSectorAllocation","Sovereign",0,1.194
"USTR147439","2020-12-31","N","USTR",5,"USTRSectorAllocation","Supra-national",0,1.473
"USTR147439","2020-12-31","N","USTR",6,"USTRSectorAllocation","Industrial",8.174,16.904
"USTR147439","2020-12-31","N","USTR",7,"USTRSectorAllocation","Utility",2.08,2.219
"USTR147439","2020-12-31","N","USTR",8,"USTRSectorAllocation","Finance",5.57,8.303
"USTR147439","2020-12-31","N","USTR",9,"USTRSectorAllocation","MBS Pass thru",8.865,26.998
"USTR147439","2020-12-31","N","USTR",10,"USTRSectorAllocation","Asset Backed",26.489,0.335
"USTR147439","2020-12-31","N","USTR",11,"USTRSectorAllocation","CMBS",32.543,2.197
"USTR147439","2020-12-31","N","USTR",12,"USTRSectorAllocation","Covered",0,0
"USTR147439","2020-12-31","N","USTR",13,"USTRSectorAllocation","Other",3.477,0
"USTR147439","2020-12-31","N","USTR",14,"USTRSectorAllocation","CMO",0.582,0
"USTR149130","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR149130","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR149130","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)",0,""
"USTR149130","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues",1,""
"USTR149130","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","Barclays Gov/Credit 1-3 Year",""
"USTR149130","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","Investment Grade Only",""
"USTR149130","2020-12-31","N","USTR",7,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR149130","2020-12-31","N","USTR",8,"USTR Account Profile","Modified Duration",0,""
"USTR149130","2020-12-31","N","USTR",9,"USTR Account Profile","Market Value",3.945,""
"USTR149130","2020-12-31","N","USTR",10,"USTR Account Profile","Inception Date","Mar 31 2019 12:00AM",""
"USTR149130","2020-12-31","N","USTR",11,"USTR Account Profile","Mandate","Low Duration Income",""
"USTR149130","2020-12-31","N","USTR",12,"USTR Account Profile","Market Yield",0,""
"USTR149130","2020-12-31","N","USTR",13,"USTR Account Profile","Convexity",0,""
"USTR149130","2020-12-31","N","USTR",1,"USTR Attribution Summary","Annualized standard Deviation (Volatility) (%)",0.699,""
"USTR149130","2020-12-31","N","USTR",2,"USTR Attribution Summary","Minimum Periodic Return (%)",0,""
"USTR149130","2020-12-31","N","USTR",3,"USTR Attribution Summary","Maximum Periodic Return (%)",0.78,""
"USTR149130","2020-12-31","N","USTR",4,"USTR Attribution Summary","Beta (Sensitivity to Benchmark)",0.236,""
"USTR149130","2020-12-31","N","USTR",5,"USTR Attribution Summary","R-Squared (%)",11.061,""
"USTR149130","2020-12-31","N","USTR",6,"USTR Attribution Summary","Correlation (%)",33.258,""
"USTR149130","2020-12-31","N","USTR",7,"USTR Attribution Summary","Annualized Tracking Error (bp)",98.723,""
"USTR149130","2020-12-31","N","USTR",8,"USTR Attribution Summary","Shortfall Frequency (%)",76.191,""
"USTR149130","2020-12-31","N","USTR",9,"USTR Attribution Summary","Average Shortfall (bp)",30.45,""
"USTR149130","2020-12-31","N","USTR",10,"USTR Attribution Summary","Downside Capture Ratio (%)",0,100
"USTR149130","2020-12-31","N","USTR",11,"USTR Attribution Summary","Annualized Total Return (%)",0.877,""
"USTR149130","2020-12-31","N","USTR",12,"USTR Attribution Summary","Average Periodic Return (bp)",7.295,""
"USTR149130","2020-12-31","N","USTR",13,"USTR Attribution Summary","Cumulative Total Return (%)",1.539,""
"USTR149130","2020-12-31","N","USTR",14,"USTR Attribution Summary","Excess Return Frequency (%)",23.81,""
"USTR149130","2020-12-31","N","USTR",15,"USTR Attribution Summary","Average Excess Return (bp)",7.128,""
"USTR149130","2020-12-31","N","USTR",16,"USTR Attribution Summary","Upside Capture Ratio (%)",24.274,100
"USTR149130","2020-12-31","N","USTR",17,"USTR Attribution Summary","Sharpe Ratio",-0.862,""
"USTR149130","2020-12-31","N","USTR",18,"USTR Attribution Summary","Information Ratio",-2.664,""
"USTR149130","2020-12-31","N","USTR",1,"USTRCreditQualityBreakdown","AAA",0,73.698
"USTR149130","2020-12-31","N","USTR",2,"USTRCreditQualityBreakdown","AA",0,4.35
"USTR149130","2020-12-31","N","USTR",3,"USTRCreditQualityBreakdown","A",0,12.164
"USTR149130","2020-12-31","N","USTR",4,"USTRCreditQualityBreakdown","BBB",0,9.788
"USTR149130","2020-12-31","N","USTR",5,"USTRCreditQualityBreakdown","BB",0,0
"USTR149130","2020-12-31","N","USTR",6,"USTRCreditQualityBreakdown","B",0,0
"USTR149130","2020-12-31","N","USTR",7,"USTRCreditQualityBreakdown","CCC",0,0
"USTR149130","2020-12-31","N","USTR",8,"USTRCreditQualityBreakdown","CC",0,0
"USTR149130","2020-12-31","N","USTR",9,"USTRCreditQualityBreakdown","C",0,0
"USTR149130","2020-12-31","N","USTR",10,"USTRCreditQualityBreakdown","D",0,0
"USTR149130","2020-12-31","N","USTR",11,"USTRCreditQualityBreakdown","Not Rated        ",0,0
"USTR149130","2020-12-31","N","USTR",1,"USTRCMaturityExposure","0-1",0,0
"USTR149130","2020-12-31","N","USTR",2,"USTRCMaturityExposure","1-3",0,100
"USTR149130","2020-12-31","N","USTR",3,"USTRCMaturityExposure","3-5",0,0
"USTR149130","2020-12-31","N","USTR",4,"USTRCMaturityExposure","5-7",0,0
"USTR149130","2020-12-31","N","USTR",5,"USTRCMaturityExposure","7-10",0,0
"USTR149130","2020-12-31","N","USTR",6,"USTRCMaturityExposure","10-20",0,0
"USTR149130","2020-12-31","N","USTR",7,"USTRCMaturityExposure",20,0,0
"USTR149130","2020-12-31","N","USTR",1,"USTRSectorAllocation","Treasury",0,65.279
"USTR149130","2020-12-31","N","USTR",2,"USTRSectorAllocation","Agency",0,6.494
"USTR149130","2020-12-31","N","USTR",3,"USTRSectorAllocation","Local Authority",0,0.738
"USTR149130","2020-12-31","N","USTR",4,"USTRSectorAllocation","Sovereign",0,0.675
"USTR149130","2020-12-31","N","USTR",5,"USTRSectorAllocation","Supra-national",0,3.694
"USTR149130","2020-12-31","N","USTR",6,"USTRSectorAllocation","Industrial",0,11.873
"USTR149130","2020-12-31","N","USTR",7,"USTRSectorAllocation","Utility",0,1.105
"USTR149130","2020-12-31","N","USTR",8,"USTRSectorAllocation","Finance",0,10.143
"USTR149130","2020-12-31","N","USTR",9,"USTRSectorAllocation","MBS Pass thru",0,0
"USTR149130","2020-12-31","N","USTR",10,"USTRSectorAllocation","Asset Backed",0,0
"USTR149130","2020-12-31","N","USTR",11,"USTRSectorAllocation","CMBS",0,0
"USTR149130","2020-12-31","N","USTR",12,"USTRSectorAllocation","Covered",0,0
"USTR149130","2020-12-31","N","USTR",13,"USTRSectorAllocation","Other",0,0
"USTR149130","2020-12-31","N","USTR",14,"USTRSectorAllocation","CMO",0,0
"USTR149976","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR149976","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR149976","2020-12-31","N","USTR",3,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR151582","2020-12-31","N","USTR",1,"USTR Account Profile","Base Currency","US Dollar","US Dollar"
"USTR151582","2020-12-31","N","USTR",2,"USTR Account Profile","Effective Duration","+/- 5% of the benchmark duration","+/- 5% of the benchmark duration"
"USTR151582","2020-12-31","N","USTR",3,"USTR Account Profile","Yield to Worst (%)",0.737,""
"USTR151582","2020-12-31","N","USTR",4,"USTR Account Profile","Number of Issues",151,""
"USTR151582","2020-12-31","N","USTR",5,"USTR Account Profile","Benchmark Name","Barclays Gov/Credit Int. Index",""
"USTR151582","2020-12-31","N","USTR",6,"USTR Account Profile","Quality","Investment Grade Only",""
"USTR151582","2020-12-31","N","USTR",7,"USTR Account Profile","Diversifitacion","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark","+/- 20% of by Sector Relative to the Benchmark;+/- 20% of by Quality Relative to the Benchmark"
"USTR151582","2020-12-31","N","USTR",8,"USTR Account Profile","Modified Duration",4.326,""
"USTR151582","2020-12-31","N","USTR",9,"USTR Account Profile","Market Value",2.669,""
