ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,EquityFlag,TaxType,BenchmarkFlag,PerformanceType,Description,MTD,QTD,YTD,PriorYear,PriorTwoYear,PriorThreeYear,PriorFourYear,PriorFiveYear,PriorSevenYear,PriorTenYear,CYPriorYear,CYPriorTwoYear,CYPriorThreeYear,CYPriorFourYear,CYPriorFiveYear,CYPriorSixYear,CYPriorSevenYear,CYPriorEightYear,CYPriorNineYear,CYPriorTenYear,CYPriorElevenYear,CYPriorTwelveYear,SinceInceptionReturn,InceptionDate,ValueAdded,Risk,TrackingError,InfoRatio,PriorThreeMonth,PriorSixMonth,PriorNineMonth
"USTR141082","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.96,-8.09,-8.09,-3.31,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,-3.97,"2020-04-30",,,,,,,
"USTR141116","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-3.33,-8.76,-8.76,-3.35,-2.80,3.50,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4.47,"2018-04-30",,,,,,,
"USTR141116","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-3.27,-8.74,-8.74,-3.07,-2.73,3.49,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4.27,"2018-04-30",,,,,,,
"USTR142736","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-1.22,-2.03,-2.03,-0.85,3.91,2.77,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2.99,"2019-02-28",,,,,,,
"USTR142736","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-1.36,-2.49,-2.49,-2.91,-0.69,1.02,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1.20,"2019-02-28",,,,,,,
"USTR143502","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,"2022-03-02",,,,,,,
"USTR143502","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-1.36,-2.49,-2.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,"2022-03-02",,,,,,,
"USTR143952","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-3.31,-5.88,-5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,"2021-03-31",,,,,,,
"USTR143952","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.78,-5.93,-5.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,"2021-03-31",,,,,,,
"USTR144831","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-2.49,-10.82,-10.82,-3.71,2.65,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1.34,"2019-12-31",,,,,,,
