ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,SecurityGroup,SecurityType,BookValue,MarketValue,GainOrLoss,PreTaxBookYield,PreTaxMarketYield,AfterTaxBookYield,AfterTaxMarketYield,TaxEquivalentBookYield,TaxEquivalentMarketYield,Coupon,EffectiveDuration,SecuritiesAtGainNumber,SecuritiesAtGainAmount,SecuritiesAtLossNumber,SecuritiesAtLossAmount,Weight,BenchmarkWeight,BenchmarkCoupon,YTW,BenchmarkYTW,ModifiedDuration,BenchmarkModifiedDuration,Convexity,BenchmarkConvexity,DailyReturn,BenchmarkDailyReturn,MTD,BenchmarkMTD,QTD,BenchmarkQTD,YTD,BenchmarkYTD,CummReturn,BenchmarkCummReturn,BenchmarkBookYield,BenchmarkMarketYield,BenchmarkEffectiveDuration,Liability,BenchmarkMarketValue
"USTR10001","2022-03-31","N","USTR",1,,,"Cash",,71676.19,,,,,,,,0.000,,,,,,0.21,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",2,,,"Treasury",,5481525.01,,,,,,,,0.664,,,,,,15.90,11.95,0.000,2.66,2.65,20.39,24.48,4.63,6.20,0.21,0.27,-5.71,-6.45,-11.90,-13.59,-11.90,-13.59,-1.99,-1.30,,,,,
"USTR10001","2022-03-31","N","USTR",3,,,"Agency",,420074.40,,,,,,,,3.246,,,,,,1.22,0.00,0.000,3.61,0.00,9.61,0.00,1.58,0.00,0.06,0.00,-2.03,0.00,-9.69,0.00,-9.69,0.00,-5.88,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",4,,,"Local Authority",,122127.15,,,,,,,,7.300,,,,,,0.35,0.00,0.000,4.08,0.00,10.83,0.00,1.60,0.00,0.33,0.00,-4.67,0.00,-9.99,0.00,-9.99,0.00,-3.33,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",7,,,"Industrial",,11886596.56,,,,,,,,3.425,,,,,,34.48,61.57,3.300,3.36,3.09,10.00,8.37,1.74,1.30,0.16,0.12,-2.24,-2.34,-7.75,-7.03,-7.75,-7.03,-3.86,-3.80,,,,,
"USTR10001","2022-03-31","N","USTR",8,,,"Utility",,4702821.91,,,,,,,,3.877,,,,,,13.64,12.50,4.023,3.67,3.59,10.72,9.95,1.88,1.64,0.34,0.27,-2.54,-2.72,-9.04,-8.76,-9.04,-8.76,-4.36,-4.44,,,,,
"USTR10001","2022-03-31","N","USTR",9,,,"Finance",,8556885.94,,,,,,,,3.224,,,,,,24.82,13.98,3.678,3.35,3.25,6.19,7.78,0.73,1.13,0.11,0.12,-2.47,-2.56,-6.40,-7.39,-6.40,-7.39,-4.31,-4.42,,,,,
"USTR10001","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",11,,,"Asset Backed",,357947.37,,,,,,,,2.861,,,,,,1.04,0.00,0.000,4.04,0.00,4.13,0.00,0.18,0.00,-0.80,0.00,-2.05,0.00,-3.25,0.00,-3.25,0.00,-3.05,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",12,,,"CMBS",,1854536.02,,,,,,,,3.662,,,,,,5.38,0.00,0.000,4.61,0.00,5.65,0.00,0.40,0.00,-0.14,0.00,-3.66,0.00,-6.10,0.00,-6.10,0.00,-3.96,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",14,,,"CMO",,275278.42,,,,,,,,3.403,,,,,,0.80,0.00,0.000,3.54,0.00,4.69,0.00,0.28,0.00,-2.91,0.00,-2.67,0.00,-5.69,0.00,-5.69,0.00,-6.11,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",15,,,"CLO / Other",,746492.07,,,,,,,,1.548,,,,,,2.17,0.00,0.000,1.72,0.00,4.60,0.00,0.23,0.00,-0.52,0.00,-0.35,0.00,-0.42,0.00,-0.42,0.00,0.04,0.00,,,,,
"USTR10001","2022-03-31","N","USTR",16,,,"TOTAL",,34475961.05,,,,,,,,2.968,,,,,,100.00,100.00,3.049,3.33,3.12,10.33,10.41,1.83,1.91,0.11,0.15,-3.02,-2.89,-8.08,-8.06,-8.08,-8.06,-3.53,-3.51,,,,,
"USTR10002","2022-03-31","N","USTR",1,,,"Cash",,832379.32,,,,,,,,0.000,,,,,,1.91,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",2,,,"Treasury",,5794393.35,,,,,,,,0.211,,,,,,13.27,12.36,0.000,2.65,2.60,22.40,25.64,5.37,6.82,0.21,0.36,-6.12,-6.68,-12.96,-13.82,-12.96,-13.82,-2.54,-0.64,,,,,
"USTR10002","2022-03-31","N","USTR",3,,,"Agency",,300085.19,,,,,,,,4.250,,,,,,0.69,0.00,0.000,4.00,0.00,14.03,0.00,2.62,0.00,0.20,0.00,-1.81,0.00,-12.52,0.00,-12.52,0.00,-6.26,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",4,,,"Local Authority",,208334.55,,,,,,,,7.300,,,,,,0.48,0.00,0.000,4.08,0.00,10.83,0.00,1.60,0.00,0.33,0.00,-4.67,0.00,-9.99,0.00,-9.99,0.00,-3.33,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",7,,,"Industrial",,14250367.39,,,,,,,,3.481,,,,,,32.64,61.43,3.255,3.37,3.05,9.68,7.83,1.64,1.17,0.15,0.11,-2.24,-2.28,-7.93,-6.69,-7.93,-6.69,-3.83,-3.74,,,,,
"USTR10002","2022-03-31","N","USTR",8,,,"Utility",,6976717.34,,,,,,,,3.781,,,,,,15.98,12.15,4.001,3.65,3.56,10.35,9.50,1.83,1.52,0.31,0.25,-2.53,-2.70,-8.79,-8.47,-8.79,-8.47,-3.81,-4.38,,,,,
"USTR10002","2022-03-31","N","USTR",9,,,"Finance",,11005463.72,,,,,,,,3.235,,,,,,25.21,14.07,3.659,3.34,3.21,6.52,7.31,0.79,1.01,0.11,0.11,-2.57,-2.49,-6.71,-7.02,-6.71,-7.02,-4.59,-4.29,,,,,
"USTR10002","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",11,,,"Asset Backed",,647807.57,,,,,,,,2.870,,,,,,1.48,0.00,0.000,4.01,0.00,3.96,0.00,0.17,0.00,-1.01,0.00,-1.99,0.00,-3.15,0.00,-3.15,0.00,-2.92,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",12,,,"CMBS",,2091471.50,,,,,,,,3.618,,,,,,4.79,0.00,0.000,4.68,0.00,5.97,0.00,0.42,0.00,-0.02,0.00,-3.36,0.00,-6.57,0.00,-6.57,0.00,-4.34,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",14,,,"CMO",,235715.63,,,,,,,,3.390,,,,,,0.54,0.00,0.000,2.79,0.00,4.38,0.00,0.26,0.00,-2.19,0.00,-2.04,0.00,-4.21,0.00,-4.21,0.00,-2.76,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",15,,,"CLO / Other",,1312390.38,,,,,,,,1.459,,,,,,3.01,0.00,0.000,1.65,0.00,4.71,0.00,0.24,0.00,-0.70,0.00,-0.54,0.00,-0.58,0.00,-0.58,0.00,-0.16,0.00,,,,,
"USTR10002","2022-03-31","N","USTR",16,,,"TOTAL",,43655125.95,,,,,,,,2.926,,,,,,100.00,100.00,3.000,3.27,3.08,10.09,10.16,1.80,1.89,0.11,0.16,-2.87,-2.87,-8.02,-7.82,-8.02,-7.82,-3.41,-3.34,,,,,
"USTR10004","2022-03-31","N","USTR",1,,,"Cash",,214020.24,,,,,,,,0.000,,,,,,0.31,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",2,,,"Treasury",,11132949.61,,,,,,,,0.138,,,,,,16.27,14.69,0.000,2.65,2.65,24.27,24.53,6.13,6.23,0.27,0.27,-6.20,-6.45,-13.40,-13.60,-13.40,-13.60,-2.00,-1.27,,,,,
"USTR10004","2022-03-31","N","USTR",3,,,"Agency",,479826.24,,,,,,,,4.436,,,,,,0.70,0.00,0.000,4.19,0.00,13.94,0.00,2.63,0.00,0.10,0.00,-1.91,0.00,-13.66,0.00,-13.66,0.00,-7.61,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",4,,,"Local Authority",,575704.43,,,,,,,,6.689,,,,,,0.84,0.00,0.000,4.17,0.00,11.98,0.00,2.01,0.00,0.35,0.00,-6.14,0.00,-10.28,0.00,-10.28,0.00,-4.27,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",7,,,"Industrial",,22303361.93,,,,,,,,3.689,,,,,,32.60,59.30,3.405,3.48,3.17,10.71,9.28,1.88,1.52,0.19,0.14,-2.33,-2.45,-8.50,-7.61,-8.50,-7.61,-4.02,-3.86,,,,,
"USTR10004","2022-03-31","N","USTR",8,,,"Utility",,11278844.91,,,,,,,,4.001,,,,,,16.49,12.72,4.087,3.69,3.64,10.28,10.63,1.77,1.80,0.26,0.29,-2.52,-2.78,-8.79,-9.18,-8.79,-9.18,-4.31,-4.51,,,,,
"USTR10004","2022-03-31","N","USTR",9,,,"Finance",,14748587.96,,,,,,,,3.200,,,,,,21.56,13.29,3.742,3.43,3.32,6.63,8.60,0.76,1.31,0.11,0.13,-2.68,-2.69,-6.82,-8.03,-6.82,-8.03,-4.50,-4.57,,,,,
"USTR10004","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",11,,,"Asset Backed",,1413113.95,,,,,,,,2.793,,,,,,2.07,0.00,0.000,3.33,0.00,2.79,0.00,0.10,0.00,-0.60,0.00,-1.90,0.00,-2.90,0.00,-2.90,0.00,-2.60,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",12,,,"CMBS",,3810555.05,,,,,,,,3.682,,,,,,5.57,0.00,0.000,4.88,0.00,5.74,0.00,0.39,0.00,-0.01,0.00,-3.39,0.00,-6.31,0.00,-6.31,0.00,-4.38,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",14,,,"CMO",,672960.74,,,,,,,,3.234,,,,,,0.98,0.00,0.000,3.25,0.00,4.62,0.00,0.26,0.00,-2.77,0.00,-2.56,0.00,-5.39,0.00,-5.39,0.00,-5.79,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",15,,,"CLO / Other",,1785180.23,,,,,,,,1.532,,,,,,2.61,0.00,0.000,1.72,0.00,4.71,0.00,0.24,0.00,-0.69,0.00,-0.52,0.00,-0.56,0.00,-0.56,0.00,-0.14,0.00,,,,,
"USTR10004","2022-03-31","N","USTR",16,,,"TOTAL",,68415105.30,,,,,,,,2.997,,,,,,100.00,100.00,3.037,3.40,3.17,11.31,11.60,2.13,2.22,0.12,0.18,-3.12,-3.10,-8.64,-8.72,-8.64,-8.72,-3.42,-3.47,,,,,
"USTR10006","2022-03-31","N","USTR",1,,,"Cash",,2330766.50,,,,,,,,1.500,,,,,,16.37,0.00,0.000,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.37,0.00,0.37,0.00,1.51,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",2,,,"Treasury",,1602453.45,,,,,,,,0.152,,,,,,11.26,6.40,0.000,2.53,2.66,16.06,24.07,3.26,6.01,0.14,0.25,-4.79,-6.40,-9.80,-13.50,-9.80,-13.50,-2.32,-1.52,,,,,
"USTR10006","2022-03-31","N","USTR",3,,,"Agency",,276175.80,,,,,,,,3.253,,,,,,1.94,0.00,0.000,3.09,0.00,4.56,0.00,0.71,0.00,0.11,0.00,-1.05,0.00,-4.05,0.00,-4.05,0.00,-0.97,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",4,,,"Local Authority",,71839.50,,,,,,,,7.300,,,,,,0.50,0.00,0.000,4.08,0.00,10.83,0.00,1.60,0.00,0.33,0.00,-4.67,0.00,-9.99,0.00,-9.99,0.00,-3.33,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",7,,,"Industrial",,4365332.84,,,,,,,,3.890,,,,,,30.67,65.76,3.209,1.19,3.01,8.90,7.27,1.49,1.02,0.11,0.10,-2.03,-2.22,-7.18,-6.35,-7.18,-6.35,-3.48,-3.67,,,,,
"USTR10006","2022-03-31","N","USTR",8,,,"Utility",,2131361.86,,,,,,,,3.850,,,,,,14.97,12.63,3.974,2.48,3.53,8.68,8.99,1.49,1.38,0.28,0.24,-2.17,-2.67,-7.16,-8.15,-7.16,-8.15,-3.45,-4.30,,,,,
"USTR10006","2022-03-31","N","USTR",9,,,"Finance",,2956395.90,,,,,,,,3.591,,,,,,20.77,15.21,3.634,2.40,3.18,4.16,6.84,0.45,0.89,0.09,0.10,-1.56,-2.44,-3.84,-6.65,-3.84,-6.65,-2.44,-4.15,,,,,
"USTR10006","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",12,,,"CMBS",,499687.74,,,,,,,,3.406,,,,,,3.51,0.00,0.000,3.63,0.00,6.50,0.00,0.52,0.00,0.03,0.00,-3.57,0.00,-5.93,0.00,-5.93,0.00,-3.46,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR10006","2022-03-31","N","USTR",16,,,"TOTAL",,14234013.60,,,,,,,,2.998,,,,,,100.00,100.00,3.165,1.97,3.08,7.07,8.50,1.18,1.37,0.11,0.12,-1.99,-2.57,-5.68,-7.07,-5.68,-7.07,-2.24,-3.59,,,,,
"USTR100960","2022-03-31","N","USTR",1,,,"Cash",,31066257.08,,,,,,,,1.500,,,,,,75.25,0.00,0.000,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.37,0.00,0.37,0.00,1.51,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",2,,,"Treasury",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",7,,,"Industrial",,9740330.65,,,,,,,,6.147,,,,,,23.59,87.18,5.736,5.99,5.98,4.74,4.45,0.34,0.33,0.06,0.05,-0.43,-1.12,-3.58,-4.80,-3.58,-4.80,0.82,-0.53,,,,,
"USTR100960","2022-03-31","N","USTR",8,,,"Utility",,476145.61,,,,,,,,5.383,,,,,,1.15,2.62,5.015,5.93,5.76,4.63,5.74,0.26,0.54,0.14,0.16,-0.24,-1.75,-3.03,-5.71,-3.03,-5.71,2.50,-3.03,,,,,
"USTR100960","2022-03-31","N","USTR",9,,,"Finance",,0.00,,,,,,,,0.000,,,,,,0.00,10.19,5.349,0.00,5.77,0.00,4.35,0.00,0.30,0.00,0.08,0.00,-1.25,0.00,-4.91,0.00,-4.91,1.96,-1.20,,,,,
"USTR100960","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.58,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR100960","2022-03-31","N","USTR",16,,,"TOTAL",,41282733.34,,,,,,,,2.641,,,,,,100.00,100.00,5.677,2.61,5.95,1.17,4.47,0.08,0.33,0.02,0.06,-0.01,-1.15,-0.64,-4.84,-0.64,-4.84,3.19,-0.66,,,,,
"USTR1025","2022-03-31","N","USTR",1,,,"Cash",,7523168.12,,,,,,,,0.000,,,,,,100.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",2,,,"Treasury",,0.00,,,,,,,,0.000,,,,,,0.00,100.00,1.262,0.00,2.25,0.00,1.85,0.00,0.05,0.00,-0.01,0.00,-1.41,0.00,-2.51,0.00,-2.51,0.00,-3.05,,,,,
"USTR1025","2022-03-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",7,,,"Industrial",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",8,,,"Utility",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",9,,,"Finance",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR1025","2022-03-31","N","USTR",16,,,"TOTAL",,7523168.12,,,,,,,,0.000,,,,,,100.00,100.00,1.262,0.00,2.25,0.00,1.85,0.00,0.05,0.00,-0.01,0.00,-1.41,0.00,-2.51,0.00,-2.51,0.00,-3.05,,,,,
"USTR1055","2022-03-31","N","USTR",1,,,"Cash",,7924073.53,,,,,,,,0.000,,,,,,8.15,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,,,,,
"USTR1055","2022-03-31","N","USTR",2,,,"Treasury",,4785774.08,,,,,,,,0.585,,,,,,4.92,4.60,0.000,2.56,2.66,13.64,24.19,2.33,6.07,0.19,0.26,-4.96,-6.41,-9.35,-13.51,-9.35,-13.51,-3.74,-1.46,,,,,
"USTR1055","2022-03-31","N","USTR",3,,,"Agency",,1096617.11,,,,,,,,2.624,,,,,,1.13,0.00,0.000,3.34,0.00,7.06,0.00,0.97,0.00,0.00,0.00,-2.14,0.00,-7.70,0.00,-7.70,0.00,-5.75,0.00,,,,,
