ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,Category,SecurityGroup,SecurityType,BookValue,MarketValue,GainOrLoss,PreTaxBookYield,PreTaxMarketYield,AfterTaxBookYield,AfterTaxMarketYield,TaxEquivalentBookYield,TaxEquivalentMarketYield,Coupon,EffectiveDuration,SecuritiesAtGainNumber,SecuritiesAtGainAmount,SecuritiesAtLossNumber,SecuritiesAtLossAmount,Weight,BenchmarkWeight,BenchmarkCoupon,YTW,BenchmarkYTW,ModifiedDuration,BenchmarkModifiedDuration,Convexity,BenchmarkConvexity,DailyReturn,BenchmarkDailyReturn,MTD,BenchmarkMTD,QTD,BenchmarkQTD,YTD,BenchmarkYTD,CummReturn,BenchmarkCummReturn,BenchmarkBookYield,BenchmarkMarketYield,BenchmarkEffectiveDuration,Liability,BenchmarkMarketValue
"USTR2245","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,1.98,1.428,0.00,2.45,0.00,3.59,0.00,0.20,0.00,0.02,0.00,-2.40,0.00,-4.05,0.00,-4.05,0.00,-3.93,,,,,
"USTR2245","2022-03-31","N","USTR",7,,,"Industrial",,5182844.95,,,,,,,,3.697,,,,,,20.79,21.25,3.660,3.62,3.59,9.24,8.80,1.61,1.48,0.15,0.11,-1.95,-2.47,-7.37,-8.03,-7.37,-8.03,-3.89,-4.10,,,,,
"USTR2245","2022-03-31","N","USTR",8,,,"Utility",,1351900.78,,,,,,,,3.931,,,,,,5.42,2.93,3.634,3.78,3.72,9.84,9.93,1.97,1.73,0.21,0.27,-1.75,-2.55,-7.57,-8.80,-7.57,-8.80,-2.83,-4.50,,,,,
"USTR2245","2022-03-31","N","USTR",9,,,"Finance",,3581545.46,,,,,,,,3.152,,,,,,14.36,11.29,3.306,3.50,3.54,6.11,6.05,0.67,0.73,0.06,0.06,-2.69,-2.61,-6.62,-6.72,-6.62,-6.72,-4.77,-4.33,,,,,
"USTR2245","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2245","2022-03-31","N","USTR",11,,,"Asset Backed",,206855.63,,,,,,,,3.750,,,,,,0.83,0.00,0.000,4.28,0.00,2.92,0.00,0.09,0.00,-3.06,0.00,-2.74,0.00,-5.41,0.00,-5.41,0.00,-5.45,0.00,,,,,
"USTR2245","2022-03-31","N","USTR",12,,,"CMBS",,349336.84,,,,,,,,4.117,,,,,,1.40,0.00,0.000,6.02,0.00,6.63,0.00,0.65,0.00,0.11,0.00,-3.79,0.00,-3.67,0.00,-3.67,0.00,-0.01,0.00,,,,,
"USTR2245","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2245","2022-03-31","N","USTR",14,,,"CMO",,194137.74,,,,,,,,2.000,,,,,,0.78,0.00,0.000,0.47,0.00,3.90,0.00,0.16,0.00,-1.28,0.00,-1.41,0.00,-2.31,0.00,-2.31,0.00,-0.67,0.00,,,,,
"USTR2245","2022-03-31","N","USTR",15,,,"CLO / Other",,100109.27,,,,,,,,2.375,,,,,,0.40,0.00,0.000,2.47,0.00,7.61,0.00,0.64,0.00,0.46,0.00,0.71,0.00,-0.16,0.00,-0.16,0.00,0.11,0.00,,,,,
"USTR2245","2022-03-31","N","USTR",16,,,"TOTAL",,24934350.60,,,,,,,,2.478,,,,,,100.00,100.00,2.331,2.89,2.86,7.36,7.08,1.14,1.06,0.06,0.08,-2.66,-2.85,-6.14,-6.33,-6.14,-6.33,-3.36,-3.85,,,,,
"USTR2249","2022-03-31","N","USTR",1,,,"Cash",,111428.23,,,,,,,,0.000,,,,,,1.14,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,,,,,
"USTR2249","2022-03-31","N","USTR",2,,,"Treasury",,9676890.02,,,,,,,,0.000,,,,,,98.86,0.00,0.000,2.63,0.00,24.58,0.00,6.25,0.00,0.18,0.00,-6.46,0.00,-13.62,0.00,-13.62,0.00,-1.40,0.00,,,,,
"USTR2249","2022-03-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,0.57,3.428,0.00,3.83,0.00,13.24,0.00,2.31,0.00,0.30,0.00,-4.34,0.00,-10.34,0.00,-10.34,4.47,-4.29,,,,,
"USTR2249","2022-03-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,5.39,5.084,0.00,3.74,0.00,10.98,0.00,2.17,0.00,0.48,0.00,-5.78,0.00,-10.30,0.00,-10.30,5.73,-4.10,,,,,
"USTR2249","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,5.26,4.368,0.00,4.20,0.00,14.20,0.00,3.09,0.00,0.15,0.00,-0.01,0.00,-9.19,0.00,-9.19,3.18,-3.83,,,,,
"USTR2249","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.13,4.299,0.00,2.76,0.00,12.52,0.00,2.01,0.00,0.27,0.00,-5.04,0.00,-8.84,0.00,-8.84,0.00,-2.24,,,,,
"USTR2249","2022-03-31","N","USTR",7,,,"Industrial",,0.00,,,,,,,,0.000,,,,,,0.00,62.80,4.301,0.00,4.03,0.00,14.30,0.00,2.96,0.00,0.20,0.00,-2.66,0.00,-11.35,0.00,-11.35,6.17,-4.09,,,,,
"USTR2249","2022-03-31","N","USTR",8,,,"Utility",,0.00,,,,,,,,0.000,,,,,,0.00,10.65,4.279,0.00,4.00,0.00,14.30,0.00,2.89,0.00,0.43,0.00,-2.73,0.00,-11.41,0.00,-11.41,4.97,-4.59,,,,,
"USTR2249","2022-03-31","N","USTR",9,,,"Finance",,0.00,,,,,,,,0.000,,,,,,0.00,15.22,4.478,0.00,4.00,0.00,13.52,0.00,2.57,0.00,0.16,0.00,-3.31,0.00,-11.65,0.00,-11.65,3.81,-4.76,,,,,
"USTR2249","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2249","2022-03-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,,,,,
"USTR2249","2022-03-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.92,0.00,,,,,
"USTR2249","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2249","2022-03-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2249","2022-03-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2249","2022-03-31","N","USTR",16,,,"TOTAL",,9788318.26,,,,,,,,0.000,,,,,,100.00,100.00,4.362,2.60,4.01,24.30,13.99,6.17,2.86,0.18,0.23,-6.46,-2.82,-12.82,-11.23,-12.82,-11.23,-2.27,-4.24,,,,,
"USTR2309","2022-03-31","N","USTR",1,,,"Cash",,840615.88,,,,,,,,0.000,,,,,,3.80,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",2,,,"Treasury",,785010.94,,,,,,,,1.456,,,,,,3.54,0.07,0.000,2.37,2.54,9.10,15.06,0.99,2.34,0.20,0.41,-4.42,-5.16,-7.02,-9.13,-7.02,-9.13,-4.66,-1.41,,,,,
"USTR2309","2022-03-31","N","USTR",3,,,"Agency",,63546.88,,,,,,,,4.950,,,,,,0.29,0.00,0.000,4.70,0.00,13.69,0.00,2.64,0.00,-0.20,0.00,-2.18,0.00,-16.65,0.00,-16.65,0.00,-11.75,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",4,,,"Local Authority",,114943.20,,,,,,,,7.300,,,,,,0.52,0.00,0.000,4.08,0.00,10.83,0.00,1.60,0.00,0.33,0.00,-4.67,0.00,-9.99,0.00,-9.99,0.00,-3.33,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",7,,,"Industrial",,8526563.73,,,,,,,,3.462,,,,,,38.50,69.83,3.333,3.35,3.03,8.25,6.69,1.27,0.78,0.13,0.08,-2.29,-2.24,-7.25,-6.08,-7.25,-6.08,-4.16,-3.75,,,,,
"USTR2309","2022-03-31","N","USTR",8,,,"Utility",,3472704.95,,,,,,,,3.709,,,,,,15.68,13.45,4.152,3.49,3.56,7.28,8.18,1.01,1.06,0.13,0.21,-2.42,-2.84,-7.09,-7.79,-7.09,-7.79,-4.31,-4.37,,,,,
"USTR2309","2022-03-31","N","USTR",9,,,"Finance",,7729971.87,,,,,,,,3.237,,,,,,34.90,16.65,3.752,3.16,3.23,5.16,6.55,0.55,0.74,0.09,0.10,-2.22,-2.53,-5.45,-6.52,-5.45,-6.52,-3.96,-4.16,,,,,
"USTR2309","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",11,,,"Asset Backed",,226756.68,,,,,,,,2.343,,,,,,1.02,0.00,0.000,3.64,0.00,3.58,0.00,0.14,0.00,0.02,0.00,-3.18,0.00,-4.22,0.00,-4.22,0.00,-4.89,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",12,,,"CMBS",,386097.64,,,,,,,,3.190,,,,,,1.74,0.00,0.000,4.17,0.00,7.27,0.00,0.59,0.00,-0.66,0.00,-3.41,0.00,-8.08,0.00,-8.08,0.00,-5.76,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2309","2022-03-31","N","USTR",16,,,"TOTAL",,22146211.79,,,,,,,,3.228,,,,,,100.00,100.00,3.510,3.17,3.13,6.70,6.88,0.90,0.81,0.09,0.10,-2.30,-2.37,-6.33,-6.39,-6.33,-6.39,-3.79,-3.90,,,,,
"USTR2319","2022-03-31","N","USTR",1,,,"Cash",,12948688.06,,,,,,,,1.500,,,,,,100.00,0.00,0.000,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.37,0.00,0.37,0.00,1.51,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",2,,,"Treasury",,0.00,,,,,,,,0.000,,,,,,0.00,13.36,0.000,0.00,2.61,0.00,25.59,0.00,6.79,0.00,0.36,0.00,-6.67,0.00,-14.57,0.00,-14.57,0.00,-1.53,,,,,
"USTR2319","2022-03-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",7,,,"Industrial",,0.00,,,,,,,,0.000,,,,,,0.00,60.77,3.266,0.00,3.06,0.00,8.01,0.00,1.22,0.00,0.11,0.00,-2.28,0.00,-6.96,0.00,-6.96,0.00,-3.93,,,,,
"USTR2319","2022-03-31","N","USTR",8,,,"Utility",,0.00,,,,,,,,0.000,,,,,,0.00,12.06,4.006,0.00,3.57,0.00,9.66,0.00,1.57,0.00,0.26,0.00,-2.69,0.00,-8.77,0.00,-8.77,0.00,-4.61,,,,,
"USTR2319","2022-03-31","N","USTR",9,,,"Finance",,0.00,,,,,,,,0.000,,,,,,0.00,13.81,3.664,0.00,3.22,0.00,7.45,0.00,1.06,0.00,0.11,0.00,-2.50,0.00,-7.25,0.00,-7.25,0.00,-4.47,,,,,
"USTR2319","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2319","2022-03-31","N","USTR",16,,,"TOTAL",,12948688.06,,,,,,,,1.500,,,,,,100.00,100.00,2.974,1.50,3.08,0.00,10.48,0.00,1.99,0.00,0.16,0.13,-2.92,0.37,-8.21,0.37,-8.21,1.51,-3.58,,,,,
"USTR2393","2022-03-31","N","USTR",1,,,"Cash",,435565.90,,,,,,,,0.000,,,,,,1.12,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,,,,,
"USTR2393","2022-03-31","N","USTR",2,,,"Treasury",,19656826.14,,,,,,,,0.885,,,,,,50.51,45.90,1.586,2.33,2.41,6.97,6.67,1.00,0.99,0.07,0.07,-3.12,-3.11,-5.43,-5.58,-5.43,-5.58,-3.44,-3.67,,,,,
"USTR2393","2022-03-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,2.47,1.724,0.00,2.56,0.00,3.89,0.00,0.32,0.00,0.04,0.00,-2.37,0.00,-4.24,0.00,-4.24,0.00,-3.84,,,,,
"USTR2393","2022-03-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.97,3.971,0.00,3.30,0.00,8.47,0.00,1.47,0.00,0.33,0.00,-4.76,0.00,-8.25,0.00,-8.25,0.00,-4.42,,,,,
"USTR2393","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.25,3.009,0.00,3.18,0.00,9.16,0.00,1.71,0.00,0.17,0.00,-1.61,0.00,-6.85,0.00,-6.85,0.00,-4.41,,,,,
"USTR2393","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,1.60,1.428,0.00,2.45,0.00,3.59,0.00,0.20,0.00,0.02,0.00,-2.40,0.00,-4.05,0.00,-4.05,0.00,-3.93,,,,,
"USTR2393","2022-03-31","N","USTR",7,,,"Industrial",,3770642.88,,,,,,,,2.953,,,,,,9.69,6.83,3.203,3.22,3.20,9.87,9.35,1.92,1.69,0.22,0.13,-1.73,-2.40,-8.50,-7.81,-8.50,-7.81,-4.42,-4.11,,,,,
"USTR2393","2022-03-31","N","USTR",8,,,"Utility",,810546.80,,,,,,,,3.674,,,,,,2.08,1.42,3.739,3.62,3.63,13.56,11.42,3.01,2.14,0.35,0.32,-1.90,-2.52,-9.70,-9.45,-9.70,-9.45,-3.79,-4.44,,,,,
"USTR2393","2022-03-31","N","USTR",9,,,"Finance",,5717570.60,,,,,,,,2.757,,,,,,14.69,6.06,3.050,3.01,3.37,4.76,6.02,0.51,0.73,0.00,0.04,-1.89,-2.47,-4.89,-6.51,-4.89,-6.51,-3.13,-4.38,,,,,
"USTR2393","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,8478232.04,,,,,,,,3.011,,,,,,21.78,31.91,2.607,3.38,2.99,4.86,5.71,0.46,0.66,0.00,0.03,-2.61,-2.60,-5.26,-4.97,-5.26,-4.97,-5.25,-4.92,,,,,
"USTR2393","2022-03-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.33,1.184,0.00,2.76,0.00,2.16,0.00,0.08,0.00,0.03,0.00,-1.70,0.00,-2.86,0.00,-2.86,0.00,-3.07,,,,,
"USTR2393","2022-03-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,2.26,3.049,0.00,3.25,0.00,4.83,0.00,0.33,0.00,0.02,0.00,-2.90,0.00,-5.60,0.00,-5.60,0.00,-4.49,,,,,
"USTR2393","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2393","2022-03-31","N","USTR",14,,,"CMO",,50784.92,,,,,,,,2.500,,,,,,0.13,0.00,0.000,2.36,0.00,0.96,0.00,0.01,0.00,0.02,0.00,-0.54,0.00,-0.92,0.00,-0.92,0.00,-0.86,0.00,,,,,
"USTR2393","2022-03-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2393","2022-03-31","N","USTR",16,,,"TOTAL",,38920169.27,,,,,,,,1.874,,,,,,100.00,100.00,2.193,2.75,2.76,6.52,6.43,0.93,0.89,0.07,0.06,-2.61,-2.83,-5.53,-5.62,-5.53,-5.62,-3.74,-4.19,,,,,
"USTR2517","2022-03-31","N","USTR",1,,,"Cash",,428712.01,,,,,,,,0.000,,,,,,100.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2517","2022-03-31","N","USTR",2,,,"Treasury",,0.00,,,,,,,,0.000,,,,,,0.00,45.90,1.586,0.00,2.41,0.00,6.67,0.00,0.99,0.00,0.07,0.00,-3.11,0.00,-5.58,0.00,-5.58,0.00,-3.67,,,,,
"USTR2517","2022-03-31","N","USTR",3,,,"Agency",,0.00,,,,,,,,0.000,,,,,,0.00,2.47,1.724,0.00,2.56,0.00,3.89,0.00,0.32,0.00,0.04,0.00,-2.37,0.00,-4.24,0.00,-4.24,0.00,-3.84,,,,,
"USTR2517","2022-03-31","N","USTR",4,,,"Local Authority",,0.00,,,,,,,,0.000,,,,,,0.00,0.97,3.971,0.00,3.30,0.00,8.47,0.00,1.47,0.00,0.33,0.00,-4.76,0.00,-8.25,0.00,-8.25,0.00,-4.42,,,,,
"USTR2517","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.25,3.009,0.00,3.18,0.00,9.16,0.00,1.71,0.00,0.17,0.00,-1.61,0.00,-6.85,0.00,-6.85,0.00,-4.41,,,,,
"USTR2517","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,1.60,1.428,0.00,2.45,0.00,3.59,0.00,0.20,0.00,0.02,0.00,-2.40,0.00,-4.05,0.00,-4.05,0.00,-3.93,,,,,
"USTR2517","2022-03-31","N","USTR",7,,,"Industrial",,0.00,,,,,,,,0.000,,,,,,0.00,6.83,3.203,0.00,3.20,0.00,9.35,0.00,1.69,0.00,0.13,0.00,-2.40,0.00,-7.81,0.00,-7.81,0.00,-4.11,,,,,
"USTR2517","2022-03-31","N","USTR",8,,,"Utility",,0.00,,,,,,,,0.000,,,,,,0.00,1.42,3.739,0.00,3.63,0.00,11.42,0.00,2.14,0.00,0.32,0.00,-2.52,0.00,-9.45,0.00,-9.45,0.00,-4.44,,,,,
"USTR2517","2022-03-31","N","USTR",9,,,"Finance",,0.00,,,,,,,,0.000,,,,,,0.00,6.06,3.050,0.00,3.37,0.00,6.02,0.00,0.73,0.00,0.04,0.00,-2.47,0.00,-6.51,0.00,-6.51,0.00,-4.38,,,,,
"USTR2517","2022-03-31","N","USTR",10,,,"MBS Pass Thru",,3.31,,,,,,,,3.500,,,,,,0.00,31.91,2.607,-0.22,2.99,1.25,5.71,0.02,0.66,0.01,0.03,0.31,-2.60,0.84,-4.97,0.84,-4.97,3.40,-4.92,,,,,
"USTR2517","2022-03-31","N","USTR",11,,,"Asset Backed",,0.00,,,,,,,,0.000,,,,,,0.00,0.33,1.184,0.00,2.76,0.00,2.16,0.00,0.08,0.00,0.03,0.00,-1.70,0.00,-2.86,0.00,-2.86,0.00,-3.07,,,,,
"USTR2517","2022-03-31","N","USTR",12,,,"CMBS",,0.00,,,,,,,,0.000,,,,,,0.00,2.26,3.049,0.00,3.25,0.00,4.83,0.00,0.33,0.00,0.02,0.00,-2.90,0.00,-5.60,0.00,-5.60,0.00,-4.49,,,,,
"USTR2517","2022-03-31","N","USTR",13,,,"Covered",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2517","2022-03-31","N","USTR",14,,,"CMO",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2517","2022-03-31","N","USTR",15,,,"CLO / Other",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2517","2022-03-31","N","USTR",16,,,"TOTAL",,428715.32,,,,,,,,0.000,,,,,,100.00,100.00,2.193,0.00,2.76,0.00,6.43,0.00,0.89,0.00,0.06,0.00,-2.83,0.00,-5.62,0.00,-5.62,0.00,-4.19,,,,,
"USTR2543","2022-03-31","N","USTR",1,,,"Cash",,597808.67,,,,,,,,0.000,,,,,,5.08,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,,,,,
"USTR2543","2022-03-31","N","USTR",2,,,"Treasury",,987171.06,,,,,,,,0.355,,,,,,8.39,5.04,0.000,2.63,2.66,18.52,24.16,0.00,6.06,0.21,0.27,-5.72,-6.44,-11.71,-13.52,-11.71,-13.52,-2.24,-1.43,,,,,
"USTR2543","2022-03-31","N","USTR",3,,,"Agency",,114057.40,,,,,,,,2.560,,,,,,0.97,0.00,0.000,3.23,0.00,7.52,0.00,0.00,0.00,0.10,0.00,-2.04,0.00,-6.92,0.00,-6.92,0.00,-4.58,0.00,,,,,
"USTR2543","2022-03-31","N","USTR",4,,,"Local Authority",,50287.65,,,,,,,,7.300,,,,,,0.43,0.00,0.000,4.08,0.00,10.83,0.00,0.00,0.00,0.33,0.00,-4.67,0.00,-9.99,0.00,-9.99,0.00,-3.33,0.00,,,,,
"USTR2543","2022-03-31","N","USTR",5,,,"Sovereign",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00,,,,,
"USTR2543","2022-03-31","N","USTR",6,,,"Supranational",,0.00,,,,,,,,0.000,,,,,,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
"USTR2543","2022-03-31","N","USTR",7,,,"Industrial",,3910342.29,,,,,,,,3.549,,,,,,33.22,66.78,3.190,3.34,2.99,9.20,7.02,0.00,0.96,0.16,0.09,-2.07,-2.19,-7.33,-6.19,-7.33,-6.19,-3.64,-3.64,,,,,
"USTR2543","2022-03-31","N","USTR",8,,,"Utility",,2014245.01,,,,,,,,3.840,,,,,,17.11,12.67,3.964,3.56,3.51,9.00,8.78,0.00,1.33,0.25,0.23,-2.51,-2.65,-8.08,-8.00,-8.08,-8.00,-4.25,-4.26,,,,,
