ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,EquityFlag,TaxType,BenchmarkFlag,PerformanceType,Description,MTD,QTD,YTD,PriorYear,PriorTwoYear,PriorThreeYear,PriorFourYear,PriorFiveYear,PriorSevenYear,PriorTenYear,CYPriorYear,CYPriorTwoYear,CYPriorThreeYear,CYPriorFourYear,CYPriorFiveYear,CYPriorSixYear,CYPriorSevenYear,CYPriorEightYear,CYPriorNineYear,CYPriorTenYear,CYPriorElevenYear,CYPriorTwelveYear,SinceInceptionReturn,InceptionDate,ValueAdded,Risk,TrackingError,InfoRatio,PriorThreeMonth,PriorSixMonth,PriorNineMonth
"USTR3773","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.45,1.09,7.85,7.85,8.77,5.80,5.56,5.17,4.82,0.00,,,,,,,,,,,,,7.85,"2021-01-01",,,,,,,
"USTR3773","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.45,1.09,7.85,7.51,8.11,5.34,4.89,4.44,4.09,0.00,,,,,,,,,,,,,7.85,"2021-01-01",,,,,,,
"USTR3774","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.50,1.18,8.05,8.05,8.96,5.92,5.71,5.28,4.90,0.00,,,,,,,,,,,,,8.05,"2021-01-01",,,,,,,
"USTR3774","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.50,1.18,8.05,7.51,8.11,5.34,4.89,4.44,4.09,0.00,,,,,,,,,,,,,8.05,"2021-01-01",,,,,,,
"USTR3841","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-0.16,0.95,15.03,15.03,15.07,8.75,8.61,7.85,0.00,0.00,,,,,,,,,,,,,15.03,"2021-01-01",,,,,,,
"USTR3841","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-0.16,0.95,15.03,14.34,14.79,8.47,8.42,7.65,0.00,0.00,,,,,,,,,,,,,15.03,"2021-01-01",,,,,,,
"USTR3845","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-0.11,0.58,15.14,15.14,14.94,8.72,8.63,7.82,0.00,0.00,,,,,,,,,,,,,15.14,"2021-01-01",,,,,,,
"USTR3845","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-0.11,0.58,15.14,14.54,15.00,8.51,8.50,7.68,0.00,0.00,,,,,,,,,,,,,15.14,"2021-01-01",,,,,,,
"USTR3865","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-0.06,0.98,15.58,15.58,15.58,9.08,8.90,8.07,0.00,0.00,,,,,,,,,,,,,15.58,"2021-01-01",,,,,,,
"USTR3865","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-0.06,0.98,15.58,15.18,15.40,8.78,8.64,7.70,0.00,0.00,,,,,,,,,,,,,15.58,"2021-01-01",,,,,,,
"USTR3871","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.49,1.20,7.58,7.58,8.65,5.71,5.47,5.10,0.00,0.00,,,,,,,,,,,,,7.58,"2021-01-01",,,,,,,
"USTR3871","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.49,1.20,7.58,7.51,8.11,5.34,4.89,4.44,0.00,0.00,,,,,,,,,,,,,7.58,"2021-01-01",,,,,,,
"USTR3906","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.38,0.89,7.01,7.01,7.29,5.01,4.35,3.92,0.00,0.00,,,,,,,,,,,,,7.01,"2021-01-01",,,,,,,
"USTR3906","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.38,0.89,7.01,6.43,6.62,4.67,4.03,3.64,0.00,0.00,,,,,,,,,,,,,7.01,"2021-01-01",,,,,,,
"USTR3908","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.29,0.65,7.01,7.01,6.98,4.80,4.20,3.77,0.00,0.00,,,,,,,,,,,,,7.01,"2021-01-01",,,,,,,
"USTR3908","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.29,0.65,7.01,6.43,6.62,4.67,4.03,3.64,0.00,0.00,,,,,,,,,,,,,7.01,"2021-01-01",,,,,,,
"USTR3911","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.13,0.38,1.51,1.51,12.13,5.40,7.17,7.87,0.00,0.00,,,,,,,,,,,,,1.51,"2021-01-01",,,,,,,
"USTR3911","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.13,0.38,1.51,13.29,18.21,9.22,9.96,10.01,0.00,0.00,,,,,,,,,,,,,1.51,"2021-01-01",,,,,,,
"USTR3915","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.12,0.42,8.02,8.02,8.32,5.53,5.08,4.71,0.00,0.00,,,,,,,,,,,,,8.02,"2021-01-01",,,,,,,
"USTR3915","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.12,0.42,8.02,7.51,8.11,5.34,4.89,4.44,0.00,0.00,,,,,,,,,,,,,8.02,"2021-01-01",,,,,,,
"USTR3919","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-0.22,0.83,14.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,14.93,"2021-01-01",,,,,,,
"USTR3919","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-0.22,0.83,14.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,14.93,"2021-01-01",,,,,,,
"USTR3920","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.64,1.57,15.91,15.91,15.13,8.96,8.73,7.95,0.00,0.00,,,,,,,,,,,,,15.91,"2021-01-01",,,,,,,
"USTR3920","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.64,1.57,15.91,14.77,14.58,8.28,8.30,7.54,0.00,0.00,,,,,,,,,,,,,15.91,"2021-01-01",,,,,,,
"USTR402","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.50,1.19,8.77,8.77,9.28,6.13,5.74,5.33,4.94,4.79,,,,,,,,,,,,,8.77,"2021-01-01",,,,,,,
"USTR402","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.50,1.19,8.77,7.51,8.11,5.34,4.89,4.44,4.09,3.84,,,,,,,,,,,,,8.77,"2021-01-01",,,,,,,
"USTR4048","2020-12-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.00,0.00,0.00,0.00,7.08,3.78,4.69,4.67,0.00,0.00,,,,,,,,,,,,,0.00,"2021-01-01",,,,,,,
"USTR4048","2020-12-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",0.00,0.00,0.00,13.19,13.77,7.91,7.86,7.15,0.00,0.00,,,,,,,,,,,,,0.00,"2021-01-01",,,,,,,
